DateTime,WSPD1/A001E,WSPD11/A001E,WSPD12/A001E,WDIR1/A001E,,,,,,
03/27/2016 0420,0.2,0.22,0.24,78,,,,,,
03/27/2016 0430,1,1.12,1.21,107,,,,,,
03/27/2016 0440,0.7,0.78,0.85,103,,,,,,
03/27/2016 0450,0.6,0.67,0.73,145,,,,,,
03/27/2016 0500,0.5,0.56,0.61,193,,,,,,
03/27/2016 0510,0.5,0.56,0.61,131,,,,,,
03/27/2016 0520,0.8,0.89,0.97,143,,,,,,
03/27/2016 0530,0.8,0.89,0.97,149,,,,,,
03/27/2016 0540,0.4,0.45,0.49,129,,,,,,
03/27/2016 0550,1,1.12,1.21,139,,,,,,
03/27/2016 0600,1.2,1.34,1.46,157,,,,,,
03/27/2016 0610,1.7,1.9,2.06,147,,,,,,
03/27/2016 0620,0.7,0.78,0.85,157,,,,,,
03/27/2016 0630,0.3,0.33,0.36,168,,,,,,
03/27/2016 0640,2.2,2.46,2.67,239,,,,,,
03/27/2016 0650,2.3,2.57,2.79,243,,,,,,
03/27/2016 0700,2.5,2.79,3.03,241,,,,,,
03/27/2016 0710,2.6,2.9,3.15,243,,,,,,
03/27/2016 0720,2.4,2.68,2.91,248,,,,,,
03/27/2016 0730,1.5,1.67,1.82,231,,,,,,
03/27/2016 0740,1.5,1.67,1.82,205,,,,,,
03/27/2016 0750,2,2.23,2.43,191,,,,,,
03/27/2016 0800,2,2.23,2.43,181,,,,,,
03/27/2016 0810,1.6,1.79,1.94,186,,,,,,
03/27/2016 0820,1.2,1.34,1.46,153,,,,,,
03/27/2016 0830,1.5,1.67,1.82,175,,,,,,
03/27/2016 0840,1.6,1.79,1.94,157,,,,,,
03/27/2016 0850,1.6,1.79,1.94,171,,,,,,
03/27/2016 0900,2.7,3.01,3.28,207,,,,,,
03/27/2016 0910,2.3,2.57,2.79,207,,,,,,
03/27/2016 0920,2.5,2.79,3.03,189,,,,,,
03/27/2016 0930,2.4,2.68,2.91,185,,,,,,
03/27/2016 0940,2.4,2.68,2.91,189,,,,,,
03/27/2016 0950,2.7,3.01,3.28,169,,,,,,
03/27/2016 1000,3.1,3.46,3.76,178,,,,,,
03/27/2016 1010,3.2,3.57,3.88,190,,,,,,
03/27/2016 1020,2.6,2.9,3.15,173,,,,,,
03/27/2016 1030,2.5,2.79,3.03,164,,,,,,
03/27/2016 1040,3,3.35,3.64,180,,,,,,
03/27/2016 1050,3.7,4.13,4.49,170,,,,,,
03/27/2016 1100,4.1,4.58,4.97,175,,,,,,
03/27/2016 1110,4.1,4.58,4.97,173,,,,,,
03/27/2016 1120,3.9,4.35,4.73,180,,,,,,
03/27/2016 1130,3.8,4.24,4.61,185,,,,,,
03/27/2016 1140,4.4,4.91,5.34,181,,,,,,
03/27/2016 1150,4.9,5.47,5.94,166,,,,,,
03/27/2016 1200,5.2,5.8,6.31,159,,,,,,
03/27/2016 1210,5.2,5.8,6.31,168,,,,,,
03/27/2016 1220,5.6,6.25,6.79,169,,,,,,
03/27/2016 1230,6,6.7,7.28,178,,,,,,
03/27/2016 1240,6,6.7,7.28,176,,,,,,
03/27/2016 1250,6.2,6.92,7.52,181,,,,,,
03/27/2016 1300,6.1,6.81,7.4,187,,,,,,
03/27/2016 1310,5.6,6.25,6.79,181,,,,,,
03/27/2016 1320,5.2,5.8,6.31,179,,,,,,
03/27/2016 1330,5.3,5.92,6.43,181,,,,,,
03/27/2016 1340,5.2,5.8,6.31,188,,,,,,
03/27/2016 1350,5.5,6.14,6.67,194,,,,,,
03/27/2016 1400,5.8,6.47,7.04,195,,,,,,
03/27/2016 1410,5.9,6.59,7.16,195,,,,,,
03/27/2016 1420,5.4,6.03,6.55,197,,,,,,
03/27/2016 1430,5.3,5.92,6.43,197,,,,,,
03/27/2016 1440,5.1,5.69,6.19,192,,,,,,
03/27/2016 1450,4.5,5.02,5.46,196,,,,,,
03/27/2016 1500,4.2,4.69,5.09,198,,,,,,
03/27/2016 1510,4.7,5.25,5.7,201,,,,,,
03/27/2016 1520,4.4,4.91,5.34,208,,,,,,
03/27/2016 1530,4.5,5.02,5.46,207,,,,,,
03/27/2016 1540,4.6,5.13,5.58,206,,,,,,
03/27/2016 1550,4.7,5.25,5.7,208,,,,,,
03/27/2016 1600,4.9,5.47,5.94,206,,,,,,
03/27/2016 1610,5.4,6.03,6.55,202,,,,,,
03/27/2016 1620,5.5,6.14,6.67,207,,,,,,
03/27/2016 1630,5.4,6.03,6.55,198,,,,,,
03/27/2016 1640,5.6,6.25,6.79,205,,,,,,
03/27/2016 1650,6.2,6.92,7.52,204,,,,,,
03/27/2016 1700,6.3,7.03,7.64,198,,,,,,
03/27/2016 1710,6.3,7.03,7.64,204,,,,,,
03/27/2016 1720,6.7,7.48,8.13,202,,,,,,
03/27/2016 1730,6.6,7.37,8.01,208,,,,,,
03/27/2016 1740,6.4,7.14,7.76,213,,,,,,
03/27/2016 1750,6.6,7.37,8.01,221,,,,,,
03/27/2016 1800,6.1,6.81,7.4,216,,,,,,
03/27/2016 1810,6.3,7.03,7.64,210,,,,,,
03/27/2016 1820,6.3,7.03,7.64,219,,,,,,
03/27/2016 1830,6.4,7.14,7.76,219,,,,,,
03/27/2016 1840,6.1,6.81,7.4,221,,,,,,
03/27/2016 1850,5.6,6.25,6.79,221,,,,,,
03/27/2016 1900,5.5,6.14,6.67,228,,,,,,
03/27/2016 1910,5.4,6.03,6.55,230,,,,,,
03/27/2016 1920,5.7,6.36,6.91,229,,,,,,
03/27/2016 1930,5.4,6.03,6.55,230,,,,,,
03/27/2016 1940,4.8,5.36,5.82,224,,,,,,
03/27/2016 1950,4.7,5.25,5.7,222,,,,,,
03/27/2016 2000,4.8,5.36,5.82,227,,,,,,
03/27/2016 2010,4.3,4.8,5.22,232,,,,,,
03/27/2016 2020,4.2,4.69,5.09,232,,,,,,
03/27/2016 2030,3.8,4.24,4.61,223,,,,,,
03/27/2016 2040,3.3,3.68,4,233,,,,,,
03/27/2016 2050,2.9,3.24,3.52,239,,,,,,
03/27/2016 2100,2.7,3.01,3.28,240,,,,,,
03/27/2016 2110,2.9,3.24,3.52,243,,,,,,
03/27/2016 2120,2.5,2.79,3.03,232,,,,,,
03/27/2016 2130,2.2,2.46,2.67,230,,,,,,
03/27/2016 2140,2.1,2.34,2.55,234,,,,,,
03/27/2016 2150,2.2,2.46,2.67,237,,,,,,
03/27/2016 2200,2.4,2.68,2.91,237,,,,,,
03/27/2016 2210,2.5,2.79,3.03,224,,,,,,
03/27/2016 2220,2.9,3.24,3.52,215,,,,,,
03/27/2016 2230,2.6,2.9,3.15,209,,,,,,
03/27/2016 2240,2.1,2.34,2.55,213,,,,,,
03/27/2016 2250,2.3,2.57,2.79,215,,,,,,
03/27/2016 2300,2.1,2.34,2.55,205,,,,,,
03/27/2016 2310,1.9,2.12,2.3,223,,,,,,
03/27/2016 2320,2.1,2.34,2.55,225,,,,,,
03/27/2016 2330,2.4,2.68,2.91,221,,,,,,
03/27/2016 2340,2.3,2.57,2.79,229,,,,,,
03/27/2016 2350,2,2.23,2.43,224,,,,,,
03/28/2016 0000,1.9,2.12,2.3,232,,,,,,
03/28/2016 0010,2.5,2.79,3.03,213,,,,,,
03/28/2016 0020,2.8,3.13,3.4,215,,,,,,
03/28/2016 0030,2.5,2.79,3.03,213,,,,,,
03/28/2016 0040,2,2.23,2.43,208,,,,,,
03/28/2016 0050,1.9,2.12,2.3,210,,,,,,
03/28/2016 0100,3,3.35,3.64,203,,,,,,
03/28/2016 0110,3.9,4.35,4.73,200,,,,,,
03/28/2016 0120,4.9,5.47,5.94,200,,,,,,
03/28/2016 0130,5.1,5.69,6.19,196,,,,,,
03/28/2016 0140,5.7,6.36,6.91,194,,,,,,
03/28/2016 0150,5.9,6.59,7.16,184,,,,,,
03/28/2016 0200,5.7,6.36,6.91,174,,,,,,
03/28/2016 0210,4.4,4.91,5.34,169,,,,,,
03/28/2016 0220,4.1,4.58,4.97,165,,,,,,
03/28/2016 0230,4.7,5.25,5.7,157,,,,,,
03/28/2016 0240,5.4,6.03,6.55,160,,,,,,
03/28/2016 0250,4.9,5.47,5.94,162,,,,,,
03/28/2016 0300,4,4.46,4.85,170,,,,,,
03/28/2016 0310,3.4,3.8,4.12,168,,,,,,
03/28/2016 0320,2.8,3.13,3.4,164,,,,,,
03/28/2016 0330,2.3,2.57,2.79,165,,,,,,
03/28/2016 0340,1.7,1.9,2.06,157,,,,,,
03/28/2016 0350,1.7,1.9,2.06,154,,,,,,
03/28/2016 0400,1.3,1.45,1.58,168,,,,,,
03/28/2016 0410,1.7,1.9,2.06,167,,,,,,
03/28/2016 0420,1.8,2.01,2.18,209,,,,,,
03/28/2016 0430,1.7,1.9,2.06,202,,,,,,
03/28/2016 0440,2,2.23,2.43,180,,,,,,
03/28/2016 0450,2.1,2.34,2.55,180,,,,,,
03/28/2016 0500,2.5,2.79,3.03,172,,,,,,
03/28/2016 0510,3.2,3.57,3.88,187,,,,,,
03/28/2016 0520,3.2,3.57,3.88,178,,,,,,
03/28/2016 0530,5.7,6.36,6.91,192,,,,,,
03/28/2016 0540,8.6,9.6,10.43,191,,,,,,
03/28/2016 0550,9.4,10.49,11.4,192,,,,,,
03/28/2016 0600,10.2,11.39,12.37,191,,,,,,
03/28/2016 0610,9.6,10.72,11.65,193,,,,,,
03/28/2016 0620,10.6,11.83,12.86,194,,,,,,
03/28/2016 0630,11,12.28,13.34,192,,,,,,
03/28/2016 0640,9.9,11.05,12.01,186,,,,,,
03/28/2016 0650,10.7,11.94,12.98,189,,,,,,
03/28/2016 0700,11.5,12.84,13.95,190,,,,,,
03/28/2016 0710,11,12.28,13.34,189,,,,,,
03/28/2016 0720,11.9,13.28,14.44,189,,,,,,
03/28/2016 0730,12.4,13.84,15.04,189,,,,,,
03/28/2016 0740,13,14.51,15.77,189,,,,,,
03/28/2016 0750,12.4,13.84,15.04,189,,,,,,
03/28/2016 0800,12.7,14.18,15.41,191,,,,,,
03/28/2016 0810,12.3,13.73,14.92,190,,,,,,
03/28/2016 0820,12.8,14.29,15.53,191,,,,,,
03/28/2016 0830,13.1,14.62,15.89,191,,,,,,
03/28/2016 0840,12.4,13.84,15.04,191,,,,,,
03/28/2016 0850,13,14.51,15.77,188,,,,,,
03/28/2016 0900,12.8,14.29,15.53,188,,,,,,
03/28/2016 0910,13.8,15.4,16.74,190,,,,,,
03/28/2016 0920,13.1,14.62,15.89,190,,,,,,
03/28/2016 0930,13.7,15.29,16.62,190,,,,,,
03/28/2016 0940,14.1,15.74,17.1,191,,,,,,
03/28/2016 0950,13.2,14.73,16.01,188,,,,,,
03/28/2016 1000,13.3,14.85,16.13,189,,,,,,
03/28/2016 1010,14.2,15.85,17.23,191,,,,,,
03/28/2016 1020,13.6,15.18,16.5,190,,,,,,
03/28/2016 1030,13.4,14.96,16.25,191,,,,,,
03/28/2016 1040,13.6,15.18,16.5,191,,,,,,
03/28/2016 1050,13.3,14.85,16.13,195,,,,,,
03/28/2016 1100,13,14.51,15.77,193,,,,,,
03/28/2016 1110,13.6,15.18,16.5,192,,,,,,
03/28/2016 1120,13.4,14.96,16.25,191,,,,,,
03/28/2016 1130,13.7,15.29,16.62,193,,,,,,
03/28/2016 1140,14,15.63,16.98,193,,,,,,
03/28/2016 1150,15,16.74,18.2,193,,,,,,
03/28/2016 1200,14.8,16.52,17.95,195,,,,,,
03/28/2016 1210,14.6,16.3,17.71,193,,,,,,
03/28/2016 1220,15.1,16.86,18.32,192,,,,,,
03/28/2016 1230,14.6,16.3,17.71,193,,,,,,
03/28/2016 1240,13.8,15.4,16.74,195,,,,,,
03/28/2016 1250,13.3,14.85,16.13,196,,,,,,
03/28/2016 1300,14.9,16.63,18.07,194,,,,,,
03/28/2016 1310,16.1,17.97,19.53,194,,,,,,
03/28/2016 1320,15.6,17.41,18.92,193,,,,,,
03/28/2016 1330,17.7,19.76,21.47,195,,,,,,
03/28/2016 1340,16.8,18.75,20.38,193,,,,,,
03/28/2016 1350,14.9,16.63,18.07,192,,,,,,
03/28/2016 1400,14.6,16.3,17.71,193,,,,,,
03/28/2016 1410,13.5,15.07,16.38,196,,,,,,
03/28/2016 1420,12.2,13.62,14.8,214,,,,,,
03/28/2016 1430,14.3,15.96,17.35,223,,,,,,
03/28/2016 1440,15.3,17.08,18.56,223,,,,,,
03/28/2016 1450,14.5,16.19,17.59,230,,,,,,
03/28/2016 1500,15.7,17.52,19.04,217,,,,,,
03/28/2016 1510,16,17.86,19.41,211,,,,,,
03/28/2016 1520,14.4,16.07,17.47,219,,,,,,
03/28/2016 1530,13.4,14.96,16.25,226,,,,,,
03/28/2016 1540,13.6,15.18,16.5,232,,,,,,
03/28/2016 1550,12.5,13.95,15.16,238,,,,,,
03/28/2016 1600,13.1,14.62,15.89,256,,,,,,
03/28/2016 1610,11.8,13.17,14.31,269,,,,,,
03/28/2016 1620,11.5,12.84,13.95,274,,,,,,
03/28/2016 1630,11.7,13.06,14.19,277,,,,,,
03/28/2016 1640,12,13.39,14.56,278,,,,,,
03/28/2016 1650,12,13.39,14.56,277,,,,,,
03/28/2016 1700,11.7,13.06,14.19,276,,,,,,
03/28/2016 1710,11.6,12.95,14.07,273,,,,,,
03/28/2016 1720,11.5,12.84,13.95,271,,,,,,
03/28/2016 1730,10.9,12.17,13.22,270,,,,,,
03/28/2016 1740,10.4,11.61,12.62,273,,,,,,
03/28/2016 1750,11.2,12.5,13.59,270,,,,,,
03/28/2016 1800,11.1,12.39,13.46,269,,,,,,
03/28/2016 1810,10.9,12.17,13.22,269,,,,,,
03/28/2016 1820,11,12.28,13.34,266,,,,,,
03/28/2016 1830,10.8,12.06,13.1,268,,,,,,
03/28/2016 1840,10.5,11.72,12.74,263,,,,,,
03/28/2016 1850,9.9,11.05,12.01,265,,,,,,
03/28/2016 1900,9.8,10.94,11.89,259,,,,,,
03/28/2016 1910,9.7,10.83,11.77,258,,,,,,
03/28/2016 1920,9.5,10.6,11.52,256,,,,,,
03/28/2016 1930,9.4,10.49,11.4,256,,,,,,
03/28/2016 1940,9.7,10.83,11.77,254,,,,,,
03/28/2016 1950,9.1,10.16,11.04,255,,,,,,
03/28/2016 2000,9.4,10.49,11.4,256,,,,,,
03/28/2016 2010,9.8,10.94,11.89,253,,,,,,
03/28/2016 2020,10.2,11.39,12.37,253,,,,,,
03/28/2016 2030,10.1,11.27,12.25,252,,,,,,
03/28/2016 2040,10,11.16,12.13,252,,,,,,
03/28/2016 2050,9.3,10.38,11.28,243,,,,,,
03/28/2016 2100,9.8,10.94,11.89,244,,,,,,
03/28/2016 2110,9.7,10.83,11.77,246,,,,,,
03/28/2016 2120,9.7,10.83,11.77,244,,,,,,
03/28/2016 2130,9.7,10.83,11.77,246,,,,,,
03/28/2016 2140,9.5,10.6,11.52,245,,,,,,
03/28/2016 2150,9.8,10.94,11.89,246,,,,,,
03/28/2016 2200,9.8,10.94,11.89,251,,,,,,
03/28/2016 2210,9.8,10.94,11.89,248,,,,,,
03/28/2016 2220,9.6,10.72,11.65,251,,,,,,
03/28/2016 2230,9.1,10.16,11.04,247,,,,,,
03/28/2016 2240,9.1,10.16,11.04,246,,,,,,
03/28/2016 2250,9.2,10.27,11.16,241,,,,,,
03/28/2016 2300,9.9,11.05,12.01,240,,,,,,
03/28/2016 2310,9.4,10.49,11.4,242,,,,,,
03/28/2016 2320,9.4,10.49,11.4,241,,,,,,
03/28/2016 2330,9.7,10.83,11.77,246,,,,,,
03/28/2016 2340,9.9,11.05,12.01,247,,,,,,
03/28/2016 2350,10,11.16,12.13,246,,,,,,
03/29/2016 0000,9.6,10.72,11.65,245,,,,,,
03/29/2016 0010,9.3,10.38,11.28,243,,,,,,
03/29/2016 0020,9.6,10.72,11.65,246,,,,,,
03/29/2016 0030,9.5,10.6,11.52,244,,,,,,
03/29/2016 0040,9.9,11.05,12.01,243,,,,,,
03/29/2016 0050,9.3,10.38,11.28,243,,,,,,
03/29/2016 0100,9.7,10.83,11.77,244,,,,,,
03/29/2016 0110,10.1,11.27,12.25,240,,,,,,
03/29/2016 0120,9.7,10.83,11.77,241,,,,,,
03/29/2016 0130,10,11.16,12.13,241,,,,,,
03/29/2016 0140,10.5,11.72,12.74,242,,,,,,
03/29/2016 0150,10.5,11.72,12.74,244,,,,,,
03/29/2016 0200,10.3,11.5,12.49,243,,,,,,
03/29/2016 0210,10.5,11.72,12.74,247,,,,,,
03/29/2016 0220,10.5,11.72,12.74,247,,,,,,
03/29/2016 0230,10.6,11.83,12.86,243,,,,,,
03/29/2016 0240,10.4,11.61,12.62,244,,,,,,
03/29/2016 0250,10.3,11.5,12.49,241,,,,,,
03/29/2016 0300,10.3,11.5,12.49,242,,,,,,
03/29/2016 0310,10.6,11.83,12.86,241,,,,,,
03/29/2016 0320,10.5,11.72,12.74,242,,,,,,
03/29/2016 0330,10.6,11.83,12.86,242,,,,,,
03/29/2016 0340,10.7,11.94,12.98,240,,,,,,
03/29/2016 0350,11.2,12.5,13.59,243,,,,,,
03/29/2016 0400,10.8,12.06,13.1,246,,,,,,
03/29/2016 0410,11.4,12.73,13.83,245,,,,,,
03/29/2016 0420,11.5,12.84,13.95,251,,,,,,
03/29/2016 0430,10.7,11.94,12.98,255,,,,,,
03/29/2016 0440,10.4,11.61,12.62,252,,,,,,
03/29/2016 0450,9.7,10.83,11.77,260,,,,,,
03/29/2016 0500,10,11.16,12.13,290,,,,,,
03/29/2016 0510,10.5,11.72,12.74,300,,,,,,
03/29/2016 0520,10.6,11.83,12.86,300,,,,,,
03/29/2016 0530,10.6,11.83,12.86,304,,,,,,
03/29/2016 0540,10.6,11.83,12.86,306,,,,,,
03/29/2016 0550,10.6,11.83,12.86,304,,,,,,
03/29/2016 0600,10.4,11.61,12.62,310,,,,,,
03/29/2016 0610,10.6,11.83,12.86,307,,,,,,
03/29/2016 0620,10.4,11.61,12.62,309,,,,,,
03/29/2016 0630,10.2,11.39,12.37,313,,,,,,
03/29/2016 0640,10.4,11.61,12.62,315,,,,,,
03/29/2016 0650,10.6,11.83,12.86,320,,,,,,
03/29/2016 0700,10.4,11.61,12.62,320,,,,,,
03/29/2016 0710,10.1,11.27,12.25,323,,,,,,
03/29/2016 0720,9.9,11.05,12.01,323,,,,,,
03/29/2016 0730,10,11.16,12.13,325,,,,,,
03/29/2016 0740,10.1,11.27,12.25,327,,,,,,
03/29/2016 0750,10.1,11.27,12.25,327,,,,,,
03/29/2016 0800,9.7,10.83,11.77,341,,,,,,
03/29/2016 0810,9.5,10.6,11.52,348,,,,,,
03/29/2016 0820,9.6,10.72,11.65,343,,,,,,
03/29/2016 0830,9.3,10.38,11.28,347,,,,,,
03/29/2016 0840,9.1,10.16,11.04,349,,,,,,
03/29/2016 0850,9.2,10.27,11.16,344,,,,,,
03/29/2016 0900,9.4,10.49,11.4,341,,,,,,
03/29/2016 0910,9.4,10.49,11.4,344,,,,,,
03/29/2016 0920,9.6,10.72,11.65,347,,,,,,
03/29/2016 0930,9,10.05,10.92,347,,,,,,
03/29/2016 0940,9.3,10.38,11.28,348,,,,,,
03/29/2016 0950,9.5,10.6,11.52,344,,,,,,
03/29/2016 1000,9.1,10.16,11.04,341,,,,,,
03/29/2016 1010,8.5,9.49,10.31,343,,,,,,
03/29/2016 1020,8.3,9.26,10.07,344,,,,,,
03/29/2016 1030,8,8.93,9.7,342,,,,,,
03/29/2016 1040,8.3,9.26,10.07,340,,,,,,
03/29/2016 1050,7.8,8.71,9.46,342,,,,,,
03/29/2016 1100,7.8,8.71,9.46,336,,,,,,
03/29/2016 1110,7.5,8.37,9.1,338,,,,,,
03/29/2016 1120,6.8,7.59,8.25,334,,,,,,
03/29/2016 1130,7.3,8.15,8.86,329,,,,,,
03/29/2016 1140,6.8,7.59,8.25,332,,,,,,
03/29/2016 1150,6.9,7.7,8.37,340,,,,,,
03/29/2016 1200,7.5,8.37,9.1,327,,,,,,
03/29/2016 1210,7.4,8.26,8.98,338,,,,,,
03/29/2016 1220,7.4,8.26,8.98,335,,,,,,
03/29/2016 1230,7.9,8.82,9.58,329,,,,,,
03/29/2016 1240,7.6,8.48,9.22,332,,,,,,
03/29/2016 1250,7.7,8.59,9.34,331,,,,,,
03/29/2016 1300,7.5,8.37,9.1,337,,,,,,
03/29/2016 1310,7.8,8.71,9.46,339,,,,,,
03/29/2016 1320,7.9,8.82,9.58,335,,,,,,
03/29/2016 1330,7.4,8.26,8.98,339,,,,,,
03/29/2016 1340,7.9,8.82,9.58,334,,,,,,
03/29/2016 1350,7.9,8.82,9.58,333,,,,,,
03/29/2016 1400,7.6,8.48,9.22,338,,,,,,
03/29/2016 1410,7.8,8.71,9.46,335,,,,,,
03/29/2016 1420,7.7,8.59,9.34,342,,,,,,
03/29/2016 1430,7.6,8.48,9.22,340,,,,,,
03/29/2016 1440,7.7,8.59,9.34,333,,,,,,
03/29/2016 1450,8,8.93,9.7,336,,,,,,
03/29/2016 1500,8.3,9.26,10.07,341,,,,,,
03/29/2016 1510,8.3,9.26,10.07,343,,,,,,
03/29/2016 1520,8,8.93,9.7,342,,,,,,
03/29/2016 1530,7.7,8.59,9.34,342,,,,,,
03/29/2016 1540,7.6,8.48,9.22,332,,,,,,
03/29/2016 1550,7.9,8.82,9.58,339,,,,,,
03/29/2016 1600,7.9,8.82,9.58,337,,,,,,
03/29/2016 1610,7.9,8.82,9.58,342,,,,,,
03/29/2016 1620,8.2,9.15,9.95,348,,,,,,
03/29/2016 1630,7.6,8.48,9.22,343,,,,,,
03/29/2016 1640,8.2,9.15,9.95,344,,,,,,
03/29/2016 1650,8,8.93,9.7,348,,,,,,
03/29/2016 1700,8.1,9.04,9.83,343,,,,,,
03/29/2016 1710,8.5,9.49,10.31,342,,,,,,
03/29/2016 1720,8.2,9.15,9.95,339,,,,,,
03/29/2016 1730,7.3,8.15,8.86,331,,,,,,
03/29/2016 1740,7.5,8.37,9.1,330,,,,,,
03/29/2016 1750,8.2,9.15,9.95,333,,,,,,
03/29/2016 1800,7.9,8.82,9.58,329,,,,,,
03/29/2016 1810,8.3,9.26,10.07,331,,,,,,
03/29/2016 1820,7.3,8.15,8.86,331,,,,,,
03/29/2016 1830,7.5,8.37,9.1,326,,,,,,
03/29/2016 1840,7.6,8.48,9.22,333,,,,,,
03/29/2016 1850,7.5,8.37,9.1,332,,,,,,
03/29/2016 1900,7.3,8.15,8.86,334,,,,,,
03/29/2016 1910,7.5,8.37,9.1,328,,,,,,
03/29/2016 1920,7.4,8.26,8.98,328,,,,,,
03/29/2016 1930,7.3,8.15,8.86,333,,,,,,
03/29/2016 1940,7.9,8.82,9.58,348,,,,,,
03/29/2016 1950,7.8,8.71,9.46,345,,,,,,
03/29/2016 2000,7.8,8.71,9.46,336,,,,,,
03/29/2016 2010,7.9,8.82,9.58,342,,,,,,
03/29/2016 2020,8,8.93,9.7,341,,,,,,
03/29/2016 2030,7.6,8.48,9.22,344,,,,,,
03/29/2016 2040,7.7,8.59,9.34,333,,,,,,
03/29/2016 2050,7.1,7.93,8.61,335,,,,,,
03/29/2016 2100,7.2,8.04,8.73,333,,,,,,
03/29/2016 2110,6.7,7.48,8.13,332,,,,,,
03/29/2016 2120,7.6,8.48,9.22,335,,,,,,
03/29/2016 2130,6.6,7.37,8.01,340,,,,,,
03/29/2016 2140,7,7.81,8.49,343,,,,,,
03/29/2016 2150,7.3,8.15,8.86,343,,,,,,
03/29/2016 2200,6.7,7.48,8.13,331,,,,,,
03/29/2016 2210,7,7.81,8.49,347,,,,,,
03/29/2016 2220,6.9,7.7,8.37,338,,,,,,
03/29/2016 2230,6.6,7.37,8.01,332,,,,,,
03/29/2016 2240,6.7,7.48,8.13,346,,,,,,
03/29/2016 2250,6.8,7.59,8.25,328,,,,,,
03/29/2016 2300,6.1,6.81,7.4,334,,,,,,
03/29/2016 2310,7.2,8.04,8.73,331,,,,,,
03/29/2016 2320,6.8,7.59,8.25,328,,,,,,
03/29/2016 2330,6.7,7.48,8.13,337,,,,,,
03/29/2016 2340,7,7.81,8.49,338,,,,,,
03/29/2016 2350,7.1,7.93,8.61,333,,,,,,
03/30/2016 0000,6.7,7.48,8.13,333,,,,,,
03/30/2016 0010,7.2,8.04,8.73,343,,,,,,
03/30/2016 0020,7.1,7.93,8.61,340,,,,,,
03/30/2016 0030,7,7.81,8.49,338,,,,,,
03/30/2016 0040,6.7,7.48,8.13,339,,,,,,
03/30/2016 0050,7.5,8.37,9.1,341,,,,,,
03/30/2016 0100,7.3,8.15,8.86,341,,,,,,
03/30/2016 0110,7.8,8.71,9.46,343,,,,,,
03/30/2016 0120,8.1,9.04,9.83,335,,,,,,
03/30/2016 0130,8,8.93,9.7,344,,,,,,
03/30/2016 0140,7.6,8.48,9.22,341,,,,,,
03/30/2016 0150,7.9,8.82,9.58,334,,,,,,
03/30/2016 0200,8.4,9.38,10.19,339,,,,,,
03/30/2016 0210,8.4,9.38,10.19,345,,,,,,
03/30/2016 0220,8.3,9.26,10.07,335,,,,,,
03/30/2016 0230,9.3,10.38,11.28,332,,,,,,
03/30/2016 0240,8.7,9.71,10.55,345,,,,,,
03/30/2016 0250,8.8,9.82,10.67,336,,,,,,
03/30/2016 0300,8.5,9.49,10.31,345,,,,,,
03/30/2016 0310,8.6,9.6,10.43,333,,,,,,
03/30/2016 0320,8.5,9.49,10.31,338,,,,,,
03/30/2016 0330,8.4,9.38,10.19,338,,,,,,
03/30/2016 0340,8.7,9.71,10.55,338,,,,,,
03/30/2016 0350,8.9,9.93,10.8,335,,,,,,
03/30/2016 0400,8.7,9.71,10.55,340,,,,,,
03/30/2016 0410,8.4,9.38,10.19,343,,,,,,
03/30/2016 0420,8.7,9.71,10.55,344,,,,,,
03/30/2016 0430,7,7.81,8.49,344,,,,,,
03/30/2016 0440,8,8.93,9.7,351,,,,,,
03/30/2016 0450,8.4,9.38,10.19,358,,,,,,
03/30/2016 0500,6.8,7.59,8.25,355,,,,,,
03/30/2016 0510,8.8,9.82,10.67,351,,,,,,
03/30/2016 0520,7.9,8.82,9.58,350,,,,,,
03/30/2016 0530,8.8,9.82,10.67,355,,,,,,
03/30/2016 0540,9,10.05,10.92,356,,,,,,
03/30/2016 0550,8.6,9.6,10.43,358,,,,,,
03/30/2016 0600,8.7,9.71,10.55,358,,,,,,
03/30/2016 0610,8,8.93,9.7,351,,,,,,
03/30/2016 0620,7.5,8.37,9.1,347,,,,,,
03/30/2016 0630,7.7,8.59,9.34,354,,,,,,
03/30/2016 0640,7.8,8.71,9.46,352,,,,,,
03/30/2016 0650,6.9,7.7,8.37,1,,,,,,
03/30/2016 0700,6.2,6.92,7.52,360,,,,,,
03/30/2016 0710,7.6,8.48,9.22,352,,,,,,
03/30/2016 0720,7.5,8.37,9.1,354,,,,,,
03/30/2016 0730,7.8,8.71,9.46,357,,,,,,
03/30/2016 0740,7.8,8.71,9.46,354,,,,,,
03/30/2016 0750,8,8.93,9.7,360,,,,,,
03/30/2016 0800,7.7,8.59,9.34,1,,,,,,
03/30/2016 0810,7.9,8.82,9.58,358,,,,,,
03/30/2016 0820,7.8,8.71,9.46,350,,,,,,
03/30/2016 0830,7.7,8.59,9.34,359,,,,,,
03/30/2016 0840,7.7,8.59,9.34,354,,,,,,
03/30/2016 0850,7.2,8.04,8.73,4,,,,,,
03/30/2016 0900,7.8,8.71,9.46,9,,,,,,
03/30/2016 0910,7.4,8.26,8.98,6,,,,,,
03/30/2016 0920,7.6,8.48,9.22,9,,,,,,
03/30/2016 0930,7,7.81,8.49,1,,,,,,
03/30/2016 0940,7.6,8.48,9.22,1,,,,,,
03/30/2016 0950,7.4,8.26,8.98,2,,,,,,
03/30/2016 1000,7.7,8.59,9.34,13,,,,,,
03/30/2016 1010,7.6,8.48,9.22,1,,,,,,
