DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
08/28/2018 0130,0.2,0.22,0.23,106,,,,,,,,
08/28/2018 0140,0.4,0.43,0.46,61,,,,,,,,
08/28/2018 0150,0.1,0.11,0.12,91,,,,,,,,
08/28/2018 0200,0.2,0.22,0.23,93,,,,,,,,
08/28/2018 0210,0.5,0.54,0.57,67,,,,,,,,
08/28/2018 0220,0.6,0.65,0.69,93,,,,,,,,
08/28/2018 0230,0.7,0.76,0.8,58,,,,,,,,
08/28/2018 0240,0.8,0.87,0.91,95,,,,,,,,
08/28/2018 0250,0.6,0.65,0.69,109,,,,,,,,
08/28/2018 0300,1,1.08,1.14,134,,,,,,,,
08/28/2018 0310,0.7,0.76,0.8,131,,,,,,,,
08/28/2018 0320,0.6,0.65,0.69,129,,,,,,,,
08/28/2018 0330,0.8,0.87,0.91,105,,,,,,,,
08/28/2018 0340,0.8,0.87,0.91,135,,,,,,,,
08/28/2018 0350,0.3,0.33,0.35,113,,,,,,,,
08/28/2018 0400,0.5,0.54,0.57,113,,,,,,,,
08/28/2018 0410,0.1,0.11,0.12,158,,,,,,,,
08/28/2018 0420,0.2,0.22,0.23,138,,,,,,,,
08/28/2018 0430,0.1,0.11,0.12,134,,,,,,,,
08/28/2018 0440,0.4,0.43,0.46,194,,,,,,,,
08/28/2018 0450,0.2,0.22,0.23,248,,,,,,,,
08/28/2018 0500,0.3,0.33,0.35,226,,,,,,,,
08/28/2018 0510,0.4,0.43,0.46,258,,,,,,,,
08/28/2018 0520,0.3,0.33,0.35,249,,,,,,,,
08/28/2018 0530,0.7,0.76,0.8,175,,,,,,,,
08/28/2018 0540,0.9,0.97,1.03,169,,,,,,,,
08/28/2018 0550,0.3,0.33,0.35,211,,,,,,,,
08/28/2018 0600,0.2,0.22,0.23,269,,,,,,,,
08/28/2018 0610,0.8,0.87,0.91,186,,,,,,,,
08/28/2018 0620,1.3,1.4,1.48,176,,,,,,,,
08/28/2018 0630,1.7,1.83,1.93,223,,,,,,,,
08/28/2018 0640,0.8,0.87,0.91,161,,,,,,,,
08/28/2018 0650,0.5,0.54,0.57,189,,,,,,,,
08/28/2018 0700,0.8,0.87,0.91,160,,,,,,,,
08/28/2018 0710,0.8,0.87,0.91,173,,,,,,,,
08/28/2018 0720,1.1,1.19,1.25,208,,,,,,,,
08/28/2018 0730,1.1,1.19,1.25,186,,,,,,,,
08/28/2018 0740,1,1.08,1.14,217,,,,,,,,
08/28/2018 0750,1.3,1.4,1.48,199,,,,,,,,
08/28/2018 0800,1.1,1.19,1.25,195,,,,,,,,
08/28/2018 0810,0.9,0.97,1.03,202,,,,,,,,
08/28/2018 0820,1.1,1.19,1.25,229,,,,,,,,
08/28/2018 0830,0.7,0.76,0.8,225,,,,,,,,
08/28/2018 0840,0.8,0.87,0.91,238,,,,,,,,
08/28/2018 0850,0.9,0.97,1.03,233,,,,,,,,
08/28/2018 0900,0.8,0.87,0.91,228,,,,,,,,
08/28/2018 0910,0.5,0.54,0.57,246,,,,,,,,
08/28/2018 0920,0.5,0.54,0.57,256,,,,,,,,
08/28/2018 0930,0.3,0.33,0.35,251,,,,,,,,
08/28/2018 0940,0,0,0,235,,,,,,,,
08/28/2018 0950,0.8,0.87,0.91,240,,,,,,,,
08/28/2018 1000,0.8,0.87,0.91,204,,,,,,,,
08/28/2018 1010,0.6,0.65,0.69,162,,,,,,,,
08/28/2018 1020,0.6,0.65,0.69,161,,,,,,,,
08/28/2018 1030,0.2,0.22,0.23,150,,,,,,,,
08/28/2018 1040,0.5,0.54,0.57,201,,,,,,,,
08/28/2018 1050,0.3,0.33,0.35,205,,,,,,,,
08/28/2018 1100,0.2,0.22,0.23,175,,,,,,,,
08/28/2018 1110,0.7,0.76,0.8,152,,,,,,,,
08/28/2018 1120,0.6,0.65,0.69,147,,,,,,,,
08/28/2018 1130,0.3,0.33,0.35,151,,,,,,,,
08/28/2018 1140,0.7,0.76,0.8,97,,,,,,,,
08/28/2018 1150,0.7,0.76,0.8,109,,,,,,,,
08/28/2018 1200,2.1,2.26,2.39,155,,,,,,,,
08/28/2018 1210,6.7,7.32,7.78,246,,,,,,,,
08/28/2018 1220,5.9,6.43,6.83,257,,,,,,,,
08/28/2018 1230,3.5,3.79,4.01,244,,,,,,,,
08/28/2018 1240,2.4,2.59,2.73,206,,,,,,,,
08/28/2018 1250,1.5,1.62,1.7,183,,,,,,,,
08/28/2018 1300,0.4,0.43,0.46,97,,,,,,,,
08/28/2018 1310,0.4,0.43,0.46,22,,,,,,,,
08/28/2018 1320,0.7,0.76,0.8,51,,,,,,,,
08/28/2018 1330,1,1.08,1.14,67,,,,,,,,
08/28/2018 1340,0.8,0.87,0.91,43,,,,,,,,
08/28/2018 1350,0,0,0,351,,,,,,,,
08/28/2018 1400,0,0,0,326,,,,,,,,
08/28/2018 1410,0.7,0.76,0.8,290,,,,,,,,
08/28/2018 1420,0.4,0.43,0.46,286,,,,,,,,
08/28/2018 1430,0.5,0.54,0.57,294,,,,,,,,
08/28/2018 1440,0.1,0.11,0.12,289,,,,,,,,
08/28/2018 1450,0.2,0.22,0.23,303,,,,,,,,
08/28/2018 1500,0.4,0.43,0.46,301,,,,,,,,
08/28/2018 1510,0.6,0.65,0.69,308,,,,,,,,
08/28/2018 1520,0.5,0.54,0.57,309,,,,,,,,
08/28/2018 1530,0.9,0.97,1.03,331,,,,,,,,
08/28/2018 1540,1,1.08,1.14,319,,,,,,,,
08/28/2018 1550,1,1.08,1.14,309,,,,,,,,
08/28/2018 1600,0.9,0.97,1.03,316,,,,,,,,
08/28/2018 1610,0.6,0.65,0.69,290,,,,,,,,
08/28/2018 1620,0.5,0.54,0.57,255,,,,,,,,
08/28/2018 1630,0.8,0.87,0.91,280,,,,,,,,
08/28/2018 1640,0.6,0.65,0.69,288,,,,,,,,
08/28/2018 1650,1.2,1.29,1.37,315,,,,,,,,
08/28/2018 1700,0.8,0.87,0.91,317,,,,,,,,
08/28/2018 1710,2.5,2.7,2.85,339,,,,,,,,
08/28/2018 1720,3.2,3.46,3.66,347,,,,,,,,
08/28/2018 1730,2.3,2.48,2.62,5,,,,,,,,
08/28/2018 1740,1.5,1.62,1.7,307,,,,,,,,
08/28/2018 1750,3.1,3.35,3.55,249,,,,,,,,
08/28/2018 1800,4.6,5,5.3,273,,,,,,,,
08/28/2018 1820,4,4.34,4.6,273,,,,,,,,
08/28/2018 1830,2.6,2.81,2.97,249,,,,,,,,
08/28/2018 1840,1.5,1.62,1.7,267,,,,,,,,
08/28/2018 1850,1.9,2.05,2.16,295,,,,,,,,
08/28/2018 1900,2.3,2.48,2.62,282,,,,,,,,
08/28/2018 1910,1.8,1.94,2.04,281,,,,,,,,
08/28/2018 1920,1.1,1.19,1.25,285,,,,,,,,
08/28/2018 1930,0.9,0.97,1.03,292,,,,,,,,
08/28/2018 1940,0.8,0.87,0.91,300,,,,,,,,
08/28/2018 1950,1,1.08,1.14,300,,,,,,,,
08/28/2018 2000,0.3,0.33,0.35,312,,,,,,,,
08/28/2018 2010,1.3,1.4,1.48,323,,,,,,,,
08/28/2018 2020,1.1,1.19,1.25,324,,,,,,,,
08/28/2018 2030,1,1.08,1.14,310,,,,,,,,
08/28/2018 2040,1.2,1.29,1.37,323,,,,,,,,
08/28/2018 2050,1,1.08,1.14,346,,,,,,,,
08/28/2018 2100,1.1,1.19,1.25,334,,,,,,,,
08/28/2018 2110,0.7,0.76,0.8,343,,,,,,,,
08/28/2018 2120,0.9,0.97,1.03,8,,,,,,,,
08/28/2018 2130,0.8,0.87,0.91,344,,,,,,,,
08/28/2018 2140,0.7,0.76,0.8,4,,,,,,,,
08/28/2018 2150,0.7,0.76,0.8,335,,,,,,,,
08/28/2018 2200,0.3,0.33,0.35,347,,,,,,,,
08/28/2018 2210,0.5,0.54,0.57,40,,,,,,,,
08/28/2018 2220,0.7,0.76,0.8,25,,,,,,,,
08/28/2018 2230,0.6,0.65,0.69,352,,,,,,,,
08/28/2018 2240,0.5,0.54,0.57,59,,,,,,,,
08/28/2018 2250,0.4,0.43,0.46,53,,,,,,,,
08/28/2018 2300,0.3,0.33,0.35,55,,,,,,,,
08/28/2018 2310,0,0,0,43,,,,,,,,
08/28/2018 2320,0,0,0,92,,,,,,,,
08/28/2018 2330,0.1,0.11,0.12,47,,,,,,,,
08/28/2018 2340,0.6,0.65,0.69,338,,,,,,,,
08/28/2018 2350,1.1,1.19,1.25,44,,,,,,,,
08/29/2018 0000,1,1.08,1.14,43,,,,,,,,
08/29/2018 0010,1.1,1.19,1.25,357,,,,,,,,
08/29/2018 0020,0.7,0.76,0.8,7,,,,,,,,
08/29/2018 0030,0.4,0.43,0.46,37,,,,,,,,
08/29/2018 0040,0.7,0.76,0.8,151,,,,,,,,
08/29/2018 0050,0.9,0.97,1.03,71,,,,,,,,
08/29/2018 0100,0.9,0.97,1.03,358,,,,,,,,
08/29/2018 0110,0.8,0.87,0.91,348,,,,,,,,
08/29/2018 0120,0.6,0.65,0.69,356,,,,,,,,
08/29/2018 0130,0.1,0.11,0.12,15,,,,,,,,
08/29/2018 0140,0.1,0.11,0.12,50,,,,,,,,
08/29/2018 0150,1.1,1.19,1.25,76,,,,,,,,
08/29/2018 0200,0.9,0.97,1.03,44,,,,,,,,
08/29/2018 0210,1.2,1.29,1.37,28,,,,,,,,
08/29/2018 0220,3.2,3.46,3.66,349,,,,,,,,
08/29/2018 0230,2.3,2.48,2.62,337,,,,,,,,
08/29/2018 0240,1.6,1.72,1.82,343,,,,,,,,
08/29/2018 0250,1.4,1.51,1.59,360,,,,,,,,
08/29/2018 0300,1,1.08,1.14,10,,,,,,,,
08/29/2018 0310,0.8,0.87,0.91,31,,,,,,,,
08/29/2018 0320,1.3,1.4,1.48,29,,,,,,,,
08/29/2018 0330,1.2,1.29,1.37,33,,,,,,,,
08/29/2018 0340,0.7,0.76,0.8,45,,,,,,,,
08/29/2018 0350,0.5,0.54,0.57,72,,,,,,,,
08/29/2018 0400,0.6,0.65,0.69,93,,,,,,,,
08/29/2018 0410,0.9,0.97,1.03,118,,,,,,,,
08/29/2018 0420,1,1.08,1.14,92,,,,,,,,
08/29/2018 0430,0.9,0.97,1.03,86,,,,,,,,
08/29/2018 0440,0.5,0.54,0.57,119,,,,,,,,
08/29/2018 0450,0.6,0.65,0.69,135,,,,,,,,
08/29/2018 0500,1.3,1.4,1.48,193,,,,,,,,
08/29/2018 0510,1.6,1.72,1.82,176,,,,,,,,
08/29/2018 0520,1.5,1.62,1.7,170,,,,,,,,
08/29/2018 0530,1.4,1.51,1.59,170,,,,,,,,
08/29/2018 0540,1.1,1.19,1.25,185,,,,,,,,
08/29/2018 0550,1.7,1.83,1.93,213,,,,,,,,
08/29/2018 0600,1.7,1.83,1.93,208,,,,,,,,
08/29/2018 0610,1.7,1.83,1.93,206,,,,,,,,
08/29/2018 0620,1.5,1.62,1.7,193,,,,,,,,
08/29/2018 0630,1.5,1.62,1.7,221,,,,,,,,
08/29/2018 0640,2,2.16,2.27,251,,,,,,,,
08/29/2018 0650,1.9,2.05,2.16,237,,,,,,,,
08/29/2018 0700,1.6,1.72,1.82,238,,,,,,,,
08/29/2018 0710,1.6,1.72,1.82,248,,,,,,,,
08/29/2018 0720,1.4,1.51,1.59,258,,,,,,,,
08/29/2018 0730,1.4,1.51,1.59,280,,,,,,,,
08/29/2018 0740,1.8,1.94,2.04,293,,,,,,,,
08/29/2018 0750,2.8,3.03,3.2,279,,,,,,,,
08/29/2018 0800,3.9,4.23,4.48,318,,,,,,,,
08/29/2018 0810,3.8,4.12,4.36,325,,,,,,,,
08/29/2018 0820,2.9,3.14,3.31,320,,,,,,,,
08/29/2018 0830,2.3,2.48,2.62,320,,,,,,,,
08/29/2018 0840,2,2.16,2.27,329,,,,,,,,
08/29/2018 0850,2.3,2.48,2.62,318,,,,,,,,
08/29/2018 0900,2.7,2.92,3.08,298,,,,,,,,
08/29/2018 0910,2.8,3.03,3.2,299,,,,,,,,
08/29/2018 0920,2.4,2.59,2.73,312,,,,,,,,
08/29/2018 0930,2.6,2.81,2.97,303,,,,,,,,
08/29/2018 0940,2.5,2.7,2.85,304,,,,,,,,
08/29/2018 0950,2.8,3.03,3.2,304,,,,,,,,
08/29/2018 1000,4,4.34,4.6,270,,,,,,,,
08/29/2018 1010,5.7,6.21,6.6,237,,,,,,,,
08/29/2018 1020,5.2,5.66,6.01,237,,,,,,,,
08/29/2018 1030,4.8,5.22,5.54,248,,,,,,,,
08/29/2018 1040,3.8,4.12,4.36,255,,,,,,,,
08/29/2018 1050,1.9,2.05,2.16,246,,,,,,,,
08/29/2018 1100,2.8,3.03,3.2,259,,,,,,,,
08/29/2018 1110,3,3.24,3.43,284,,,,,,,,
08/29/2018 1120,2.9,3.14,3.31,283,,,,,,,,
08/29/2018 1130,2.4,2.59,2.73,278,,,,,,,,
08/29/2018 1140,2.7,2.92,3.08,293,,,,,,,,
08/29/2018 1150,2.1,2.26,2.39,315,,,,,,,,
08/29/2018 1200,2.6,2.81,2.97,305,,,,,,,,
08/29/2018 1210,3,3.24,3.43,319,,,,,,,,
08/29/2018 1220,2.9,3.14,3.31,334,,,,,,,,
08/29/2018 1230,2.5,2.7,2.85,322,,,,,,,,
08/29/2018 1250,2.7,2.92,3.08,325,,,,,,,,
08/29/2018 1300,2.7,2.92,3.08,333,,,,,,,,
08/29/2018 1310,3,3.24,3.43,335,,,,,,,,
08/29/2018 1320,3.2,3.46,3.66,334,,,,,,,,
08/29/2018 1330,3.1,3.35,3.55,340,,,,,,,,
08/29/2018 1340,3,3.24,3.43,334,,,,,,,,
08/29/2018 1350,3,3.24,3.43,333,,,,,,,,
08/29/2018 1400,3.1,3.35,3.55,333,,,,,,,,
08/29/2018 1410,2.9,3.14,3.31,341,,,,,,,,
08/29/2018 1420,2.8,3.03,3.2,346,,,,,,,,
08/29/2018 1430,3.2,3.46,3.66,355,,,,,,,,
08/29/2018 1440,3,3.24,3.43,350,,,,,,,,
08/29/2018 1450,3.1,3.35,3.55,350,,,,,,,,
08/29/2018 1500,3.2,3.46,3.66,352,,,,,,,,
08/29/2018 1510,3.5,3.79,4.01,341,,,,,,,,
08/29/2018 1520,3.3,3.57,3.78,347,,,,,,,,
08/29/2018 1530,3.1,3.35,3.55,356,,,,,,,,
08/29/2018 1540,3.2,3.46,3.66,358,,,,,,,,
08/29/2018 1550,2.9,3.14,3.31,355,,,,,,,,
08/29/2018 1600,2.8,3.03,3.2,350,,,,,,,,
08/29/2018 1610,2.6,2.81,2.97,354,,,,,,,,
08/29/2018 1620,2.5,2.7,2.85,360,,,,,,,,
08/29/2018 1630,3.1,3.35,3.55,353,,,,,,,,
08/29/2018 1640,2.4,2.59,2.73,354,,,,,,,,
08/29/2018 1650,2.1,2.26,2.39,346,,,,,,,,
08/29/2018 1700,2.2,2.37,2.5,339,,,,,,,,
08/29/2018 1710,2.4,2.59,2.73,354,,,,,,,,
08/29/2018 1720,2.2,2.37,2.5,346,,,,,,,,
08/29/2018 1730,2,2.16,2.27,3,,,,,,,,
08/29/2018 1740,1.7,1.83,1.93,359,,,,,,,,
08/29/2018 1750,1.8,1.94,2.04,347,,,,,,,,
08/29/2018 1800,1.3,1.4,1.48,338,,,,,,,,
08/29/2018 1810,1.8,1.94,2.04,331,,,,,,,,
08/29/2018 1820,2,2.16,2.27,344,,,,,,,,
08/29/2018 1830,1.6,1.72,1.82,353,,,,,,,,
08/29/2018 1840,1.7,1.83,1.93,356,,,,,,,,
08/29/2018 1850,1.7,1.83,1.93,360,,,,,,,,
08/29/2018 1900,1.3,1.4,1.48,9,,,,,,,,
08/29/2018 1910,1.3,1.4,1.48,353,,,,,,,,
08/29/2018 1920,1.8,1.94,2.04,350,,,,,,,,
08/29/2018 1930,1.6,1.72,1.82,7,,,,,,,,
08/29/2018 1940,1.4,1.51,1.59,8,,,,,,,,
08/29/2018 1950,1.4,1.51,1.59,11,,,,,,,,
08/29/2018 2000,1.8,1.94,2.04,342,,,,,,,,
08/29/2018 2010,1.4,1.51,1.59,342,,,,,,,,
08/29/2018 2020,2.2,2.37,2.5,341,,,,,,,,
08/29/2018 2030,2.3,2.48,2.62,348,,,,,,,,
08/29/2018 2040,2.5,2.7,2.85,348,,,,,,,,
08/29/2018 2050,2.6,2.81,2.97,1,,,,,,,,
08/29/2018 2100,3.7,4.01,4.25,53,,,,,,,,
08/29/2018 2110,3.2,3.46,3.66,71,,,,,,,,
08/29/2018 2120,2.8,3.03,3.2,63,,,,,,,,
08/29/2018 2130,2.4,2.59,2.73,48,,,,,,,,
08/29/2018 2140,2.2,2.37,2.5,36,,,,,,,,
08/29/2018 2150,1.9,2.05,2.16,40,,,,,,,,
08/29/2018 2200,1.5,1.62,1.7,60,,,,,,,,
08/29/2018 2210,1.3,1.4,1.48,64,,,,,,,,
08/29/2018 2220,1.3,1.4,1.48,38,,,,,,,,
08/29/2018 2230,1.4,1.51,1.59,20,,,,,,,,
08/29/2018 2240,1.2,1.29,1.37,40,,,,,,,,
08/29/2018 2250,1.1,1.19,1.25,37,,,,,,,,
08/29/2018 2300,1,1.08,1.14,21,,,,,,,,
08/29/2018 2310,0.9,0.97,1.03,87,,,,,,,,
08/29/2018 2320,1.1,1.19,1.25,92,,,,,,,,
08/29/2018 2330,1.2,1.29,1.37,88,,,,,,,,
08/29/2018 2340,1,1.08,1.14,79,,,,,,,,
08/29/2018 2350,0.9,0.97,1.03,71,,,,,,,,
08/30/2018 0000,1.1,1.19,1.25,88,,,,,,,,
08/30/2018 0010,1.3,1.4,1.48,74,,,,,,,,
08/30/2018 0020,1.1,1.19,1.25,83,,,,,,,,
08/30/2018 0030,1.3,1.4,1.48,101,,,,,,,,
08/30/2018 0040,1.2,1.29,1.37,83,,,,,,,,
08/30/2018 0050,1.2,1.29,1.37,63,,,,,,,,
08/30/2018 0100,1.2,1.29,1.37,42,,,,,,,,
08/30/2018 0110,1,1.08,1.14,51,,,,,,,,
08/30/2018 0120,0.7,0.76,0.8,73,,,,,,,,
08/30/2018 0130,0.8,0.87,0.91,67,,,,,,,,
08/30/2018 0140,0.6,0.65,0.69,65,,,,,,,,
08/30/2018 0150,0.3,0.33,0.35,86,,,,,,,,
08/30/2018 0200,0.2,0.22,0.23,25,,,,,,,,
08/30/2018 0210,0.2,0.22,0.23,92,,,,,,,,
08/30/2018 0220,0.2,0.22,0.23,83,,,,,,,,
08/30/2018 0230,0.6,0.65,0.69,119,,,,,,,,
08/30/2018 0240,0.3,0.33,0.35,102,,,,,,,,
08/30/2018 0250,0,0,0,155,,,,,,,,
08/30/2018 0300,0.7,0.76,0.8,120,,,,,,,,
08/30/2018 0310,0.4,0.43,0.46,104,,,,,,,,
08/30/2018 0320,0.6,0.65,0.69,111,,,,,,,,
08/30/2018 0330,0.6,0.65,0.69,143,,,,,,,,
08/30/2018 0340,0.5,0.54,0.57,161,,,,,,,,
08/30/2018 0350,0.2,0.22,0.23,115,,,,,,,,
08/30/2018 0400,0.1,0.11,0.12,7,,,,,,,,
08/30/2018 0410,0.1,0.11,0.12,101,,,,,,,,
08/30/2018 0420,0.1,0.11,0.12,15,,,,,,,,
08/30/2018 0430,0.3,0.33,0.35,323,,,,,,,,
08/30/2018 0440,0.5,0.54,0.57,322,,,,,,,,
08/30/2018 0450,1.1,1.19,1.25,284,,,,,,,,
08/30/2018 0500,1.2,1.29,1.37,269,,,,,,,,
08/30/2018 0510,0.9,0.97,1.03,295,,,,,,,,
08/30/2018 0520,1.5,1.62,1.7,287,,,,,,,,
08/30/2018 0530,1.3,1.4,1.48,273,,,,,,,,
08/30/2018 0540,1.4,1.51,1.59,275,,,,,,,,
08/30/2018 0550,1.4,1.51,1.59,284,,,,,,,,
08/30/2018 0600,1.8,1.94,2.04,276,,,,,,,,
08/30/2018 0610,1.7,1.83,1.93,281,,,,,,,,
08/30/2018 0620,1.6,1.72,1.82,270,,,,,,,,
08/30/2018 0630,2.2,2.37,2.5,288,,,,,,,,
08/30/2018 0640,2,2.16,2.27,278,,,,,,,,
08/30/2018 0650,2.4,2.59,2.73,309,,,,,,,,
08/30/2018 0700,2.2,2.37,2.5,311,,,,,,,,
08/30/2018 0710,2.2,2.37,2.5,310,,,,,,,,
08/30/2018 0720,2.5,2.7,2.85,311,,,,,,,,
08/30/2018 0730,2.4,2.59,2.73,310,,,,,,,,
08/30/2018 0740,2.4,2.59,2.73,322,,,,,,,,
08/30/2018 0750,2.6,2.81,2.97,315,,,,,,,,
08/30/2018 0800,2.6,2.81,2.97,322,,,,,,,,
08/30/2018 0810,2.6,2.81,2.97,331,,,,,,,,
08/30/2018 0820,2.9,3.14,3.31,325,,,,,,,,
08/30/2018 0830,3.4,3.68,3.9,322,,,,,,,,
08/30/2018 0840,3.4,3.68,3.9,332,,,,,,,,
08/30/2018 0850,3.6,3.9,4.13,337,,,,,,,,
08/30/2018 0900,3.4,3.68,3.9,345,,,,,,,,
08/30/2018 0910,3.5,3.79,4.01,334,,,,,,,,
08/30/2018 0920,3.5,3.79,4.01,338,,,,,,,,
08/30/2018 0930,3.5,3.79,4.01,331,,,,,,,,
08/30/2018 0940,3.4,3.68,3.9,336,,,,,,,,
08/30/2018 0950,3.3,3.57,3.78,330,,,,,,,,
08/30/2018 1000,2.9,3.14,3.31,328,,,,,,,,
08/30/2018 1010,3.1,3.35,3.55,345,,,,,,,,
08/30/2018 1020,3.2,3.46,3.66,351,,,,,,,,
08/30/2018 1030,3.7,4.01,4.25,7,,,,,,,,
08/30/2018 1040,3.8,4.12,4.36,14,,,,,,,,
08/30/2018 1050,2.9,3.14,3.31,4,,,,,,,,
08/30/2018 1100,2.3,2.48,2.62,7,,,,,,,,
08/30/2018 1110,2.3,2.48,2.62,359,,,,,,,,
08/30/2018 1120,2.4,2.59,2.73,356,,,,,,,,
08/30/2018 1130,2.4,2.59,2.73,11,,,,,,,,
08/30/2018 1140,2.8,3.03,3.2,11,,,,,,,,
08/30/2018 1150,2.6,2.81,2.97,14,,,,,,,,
08/30/2018 1200,2.2,2.37,2.5,360,,,,,,,,
08/30/2018 1210,2,2.16,2.27,9,,,,,,,,
08/30/2018 1220,2.8,3.03,3.2,2,,,,,,,,
08/30/2018 1230,2.7,2.92,3.08,1,,,,,,,,
08/30/2018 1240,2.7,2.92,3.08,360,,,,,,,,
08/30/2018 1250,2.4,2.59,2.73,12,,,,,,,,
08/30/2018 1300,2.8,3.03,3.2,16,,,,,,,,
08/30/2018 1310,3,3.24,3.43,13,,,,,,,,
08/30/2018 1320,3,3.24,3.43,19,,,,,,,,
08/30/2018 1330,2.5,2.7,2.85,28,,,,,,,,
08/30/2018 1340,2.4,2.59,2.73,31,,,,,,,,
08/30/2018 1350,2.9,3.14,3.31,20,,,,,,,,
08/30/2018 1400,2.9,3.14,3.31,12,,,,,,,,
08/30/2018 1410,2.8,3.03,3.2,14,,,,,,,,
08/30/2018 1420,3.2,3.46,3.66,23,,,,,,,,
08/30/2018 1430,3.2,3.46,3.66,26,,,,,,,,
08/30/2018 1440,3.1,3.35,3.55,32,,,,,,,,
08/30/2018 1450,3.3,3.57,3.78,48,,,,,,,,
08/30/2018 1500,2.7,2.92,3.08,40,,,,,,,,
08/30/2018 1510,2.7,2.92,3.08,31,,,,,,,,
08/30/2018 1520,2.8,3.03,3.2,32,,,,,,,,
08/30/2018 1530,2.4,2.59,2.73,36,,,,,,,,
08/30/2018 1540,2.3,2.48,2.62,49,,,,,,,,
08/30/2018 1550,2.3,2.48,2.62,47,,,,,,,,
08/30/2018 1600,1.9,2.05,2.16,43,,,,,,,,
08/30/2018 1610,2.1,2.26,2.39,36,,,,,,,,
08/30/2018 1620,2.3,2.48,2.62,40,,,,,,,,
08/30/2018 1630,2.3,2.48,2.62,45,,,,,,,,
08/30/2018 1640,2.7,2.92,3.08,50,,,,,,,,
08/30/2018 1650,2.7,2.92,3.08,50,,,,,,,,
08/30/2018 1700,2.6,2.81,2.97,45,,,,,,,,
08/30/2018 1710,2.5,2.7,2.85,45,,,,,,,,
08/30/2018 1720,2.3,2.48,2.62,48,,,,,,,,
08/30/2018 1730,1.9,2.05,2.16,60,,,,,,,,
08/30/2018 1740,2,2.16,2.27,46,,,,,,,,
08/30/2018 1750,2,2.16,2.27,56,,,,,,,,
08/30/2018 1800,2.2,2.37,2.5,52,,,,,,,,
08/30/2018 1810,2,2.16,2.27,54,,,,,,,,
08/30/2018 1820,2.5,2.7,2.85,66,,,,,,,,
08/30/2018 1830,2,2.16,2.27,74,,,,,,,,
08/30/2018 1840,1.6,1.72,1.82,92,,,,,,,,
08/30/2018 1850,1.9,2.05,2.16,62,,,,,,,,
08/30/2018 1900,2.6,2.81,2.97,79,,,,,,,,
08/30/2018 1910,2.8,3.03,3.2,73,,,,,,,,
08/30/2018 1920,2.2,2.37,2.5,76,,,,,,,,
08/30/2018 1930,2.2,2.37,2.5,94,,,,,,,,
08/30/2018 1940,2.4,2.59,2.73,83,,,,,,,,
08/30/2018 1950,2.2,2.37,2.5,87,,,,,,,,
08/30/2018 2000,1.8,1.94,2.04,90,,,,,,,,
08/30/2018 2010,1.5,1.62,1.7,84,,,,,,,,
08/30/2018 2020,1.7,1.83,1.93,88,,,,,,,,
08/30/2018 2030,1.8,1.94,2.04,99,,,,,,,,
08/30/2018 2040,1.2,1.29,1.37,63,,,,,,,,
08/30/2018 2050,1.6,1.72,1.82,75,,,,,,,,
08/30/2018 2100,2.1,2.26,2.39,86,,,,,,,,
08/30/2018 2110,1.6,1.72,1.82,77,,,,,,,,
08/30/2018 2120,2,2.16,2.27,76,,,,,,,,
08/30/2018 2130,1.7,1.83,1.93,81,,,,,,,,
08/30/2018 2140,1.7,1.83,1.93,59,,,,,,,,
08/30/2018 2150,2.2,2.37,2.5,78,,,,,,,,
08/30/2018 2200,1.8,1.94,2.04,76,,,,,,,,
08/30/2018 2210,1.6,1.72,1.82,64,,,,,,,,
08/30/2018 2220,1.9,2.05,2.16,57,,,,,,,,
08/30/2018 2230,1.9,2.05,2.16,68,,,,,,,,
08/30/2018 2240,1.4,1.51,1.59,54,,,,,,,,
08/30/2018 2250,1.8,1.94,2.04,76,,,,,,,,
08/30/2018 2300,2,2.16,2.27,63,,,,,,,,
08/30/2018 2310,1.4,1.51,1.59,58,,,,,,,,
08/30/2018 2320,1.6,1.72,1.82,38,,,,,,,,
08/30/2018 2330,2.9,3.14,3.31,62,,,,,,,,
08/30/2018 2340,1.4,1.51,1.59,69,,,,,,,,
08/30/2018 2350,1.6,1.72,1.82,53,,,,,,,,
08/31/2018 0000,2.6,2.81,2.97,27,,,,,,,,
08/31/2018 0010,2.1,2.26,2.39,39,,,,,,,,
08/31/2018 0020,2.2,2.37,2.5,43,,,,,,,,
08/31/2018 0030,3,3.24,3.43,56,,,,,,,,
08/31/2018 0040,3,3.24,3.43,53,,,,,,,,
08/31/2018 0050,3.5,3.79,4.01,72,,,,,,,,
08/31/2018 0100,3.2,3.46,3.66,69,,,,,,,,
08/31/2018 0110,4.2,4.56,4.83,71,,,,,,,,
08/31/2018 0120,3.9,4.23,4.48,65,,,,,,,,
08/31/2018 0130,3.5,3.79,4.01,64,,,,,,,,
08/31/2018 0140,3.5,3.79,4.01,68,,,,,,,,
08/31/2018 0150,3.4,3.68,3.9,72,,,,,,,,
08/31/2018 0200,3.2,3.46,3.66,70,,,,,,,,
08/31/2018 0210,3.2,3.46,3.66,64,,,,,,,,
08/31/2018 0220,2.8,3.03,3.2,68,,,,,,,,
08/31/2018 0230,3,3.24,3.43,75,,,,,,,,
08/31/2018 0240,2.8,3.03,3.2,75,,,,,,,,
08/31/2018 0250,3.3,3.57,3.78,68,,,,,,,,
