DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
08/21/2018 2320,4.9,5.33,5.65,208,,,,,,,,
08/21/2018 2330,5.2,5.66,6.01,208,,,,,,,,
08/21/2018 2340,5.1,5.55,5.89,212,,,,,,,,
08/21/2018 2350,5.3,5.77,6.13,207,,,,,,,,
08/22/2018 0000,5.1,5.55,5.89,211,,,,,,,,
08/22/2018 0010,5.1,5.55,5.89,215,,,,,,,,
08/22/2018 0020,5.1,5.55,5.89,214,,,,,,,,
08/22/2018 0030,5.1,5.55,5.89,224,,,,,,,,
08/22/2018 0040,4.7,5.11,5.42,220,,,,,,,,
08/22/2018 0050,4.8,5.22,5.54,223,,,,,,,,
08/22/2018 0100,4.6,5,5.3,219,,,,,,,,
08/22/2018 0110,4.4,4.78,5.07,218,,,,,,,,
08/22/2018 0120,4.3,4.67,4.95,222,,,,,,,,
08/22/2018 0130,4.6,5,5.3,224,,,,,,,,
08/22/2018 0140,4.6,5,5.3,221,,,,,,,,
08/22/2018 0150,4.8,5.22,5.54,221,,,,,,,,
08/22/2018 0200,4.6,5,5.3,221,,,,,,,,
08/22/2018 0210,4.3,4.67,4.95,215,,,,,,,,
08/22/2018 0220,4.5,4.89,5.18,212,,,,,,,,
08/22/2018 0230,4.8,5.22,5.54,216,,,,,,,,
08/22/2018 0240,4.6,5,5.3,210,,,,,,,,
08/22/2018 0250,4.4,4.78,5.07,213,,,,,,,,
08/22/2018 0300,5.2,5.66,6.01,201,,,,,,,,
08/22/2018 0310,5.6,6.1,6.48,201,,,,,,,,
08/22/2018 0320,6.1,6.65,7.07,197,,,,,,,,
08/22/2018 0330,5.9,6.43,6.83,199,,,,,,,,
08/22/2018 0340,5.8,6.32,6.72,195,,,,,,,,
08/22/2018 0350,5.4,5.88,6.24,190,,,,,,,,
08/22/2018 0400,5.3,5.77,6.13,191,,,,,,,,
08/22/2018 0410,5.5,5.99,6.36,191,,,,,,,,
08/22/2018 0420,5.5,5.99,6.36,192,,,,,,,,
08/22/2018 0430,5.6,6.1,6.48,187,,,,,,,,
08/22/2018 0440,5.4,5.88,6.24,189,,,,,,,,
08/22/2018 0450,5,5.44,5.77,194,,,,,,,,
08/22/2018 0500,5.1,5.55,5.89,192,,,,,,,,
08/22/2018 0510,5.1,5.55,5.89,190,,,,,,,,
08/22/2018 0520,5.7,6.21,6.6,190,,,,,,,,
08/22/2018 0530,5.4,5.88,6.24,191,,,,,,,,
08/22/2018 0540,5.6,6.1,6.48,193,,,,,,,,
08/22/2018 0550,5.5,5.99,6.36,193,,,,,,,,
08/22/2018 0600,5.7,6.21,6.6,197,,,,,,,,
08/22/2018 0610,6,6.54,6.95,194,,,,,,,,
08/22/2018 0620,5.9,6.43,6.83,190,,,,,,,,
08/22/2018 0630,6,6.54,6.95,190,,,,,,,,
08/22/2018 0640,6.1,6.65,7.07,187,,,,,,,,
08/22/2018 0650,6.1,6.65,7.07,191,,,,,,,,
08/22/2018 0700,5.9,6.43,6.83,191,,,,,,,,
08/22/2018 0710,6,6.54,6.95,194,,,,,,,,
08/22/2018 0720,5.6,6.1,6.48,198,,,,,,,,
08/22/2018 0730,5.8,6.32,6.72,198,,,,,,,,
08/22/2018 0740,6,6.54,6.95,195,,,,,,,,
08/22/2018 0750,6.1,6.65,7.07,197,,,,,,,,
08/22/2018 0800,5.9,6.43,6.83,200,,,,,,,,
08/22/2018 0810,5.8,6.32,6.72,199,,,,,,,,
08/22/2018 0820,5.9,6.43,6.83,198,,,,,,,,
08/22/2018 0830,6,6.54,6.95,195,,,,,,,,
08/22/2018 0840,6.1,6.65,7.07,200,,,,,,,,
08/22/2018 0850,6.3,6.87,7.31,202,,,,,,,,
08/22/2018 0900,6.4,6.98,7.43,198,,,,,,,,
08/22/2018 0910,6.1,6.65,7.07,203,,,,,,,,
08/22/2018 0920,5.9,6.43,6.83,200,,,,,,,,
08/22/2018 0930,6.3,6.87,7.31,201,,,,,,,,
08/22/2018 0940,5.8,6.32,6.72,200,,,,,,,,
08/22/2018 0950,6,6.54,6.95,198,,,,,,,,
08/22/2018 1000,6,6.54,6.95,196,,,,,,,,
08/22/2018 1010,6.2,6.76,7.19,200,,,,,,,,
08/22/2018 1020,6.3,6.87,7.31,195,,,,,,,,
08/22/2018 1030,6.1,6.65,7.07,197,,,,,,,,
08/22/2018 1040,6.2,6.76,7.19,193,,,,,,,,
08/22/2018 1050,6.5,7.09,7.54,189,,,,,,,,
08/22/2018 1100,6.6,7.21,7.66,199,,,,,,,,
08/22/2018 1110,6.6,7.21,7.66,200,,,,,,,,
08/22/2018 1120,6.6,7.21,7.66,198,,,,,,,,
08/22/2018 1130,6.9,7.54,8.02,195,,,,,,,,
08/22/2018 1140,6.5,7.09,7.54,195,,,,,,,,
08/22/2018 1150,7.1,7.76,8.26,194,,,,,,,,
08/22/2018 1200,7.6,8.31,8.85,192,,,,,,,,
08/22/2018 1210,7.3,7.98,8.5,194,,,,,,,,
08/22/2018 1220,7.4,8.09,8.62,194,,,,,,,,
08/22/2018 1230,7.3,7.98,8.5,196,,,,,,,,
08/22/2018 1240,7.3,7.98,8.5,198,,,,,,,,
08/22/2018 1250,6.9,7.54,8.02,193,,,,,,,,
08/22/2018 1300,7.6,8.31,8.85,196,,,,,,,,
08/22/2018 1310,7.9,8.64,9.21,196,,,,,,,,
08/22/2018 1320,7.7,8.42,8.97,195,,,,,,,,
08/22/2018 1330,7.5,8.2,8.74,200,,,,,,,,
08/22/2018 1340,7.4,8.09,8.62,202,,,,,,,,
08/22/2018 1350,7.8,8.53,9.09,201,,,,,,,,
08/22/2018 1400,7.5,8.2,8.74,204,,,,,,,,
08/22/2018 1410,7.7,8.42,8.97,199,,,,,,,,
08/22/2018 1420,7.3,7.98,8.5,203,,,,,,,,
08/22/2018 1430,7.1,7.76,8.26,203,,,,,,,,
08/22/2018 1440,7.1,7.76,8.26,206,,,,,,,,
08/22/2018 1450,7.1,7.76,8.26,210,,,,,,,,
08/22/2018 1500,7.2,7.87,8.38,208,,,,,,,,
08/22/2018 1510,7,7.65,8.14,207,,,,,,,,
08/22/2018 1520,7.3,7.98,8.5,207,,,,,,,,
08/22/2018 1530,7.4,8.09,8.62,212,,,,,,,,
08/22/2018 1540,7.1,7.76,8.26,212,,,,,,,,
08/22/2018 1550,7.2,7.87,8.38,207,,,,,,,,
08/22/2018 1600,7.3,7.98,8.5,211,,,,,,,,
08/22/2018 1610,7.3,7.98,8.5,208,,,,,,,,
08/22/2018 1620,7.3,7.98,8.5,209,,,,,,,,
08/22/2018 1630,7.1,7.76,8.26,213,,,,,,,,
08/22/2018 1640,6.5,7.09,7.54,219,,,,,,,,
08/22/2018 1650,6.4,6.98,7.43,222,,,,,,,,
08/22/2018 1700,6.7,7.32,7.78,225,,,,,,,,
08/22/2018 1710,6.6,7.21,7.66,220,,,,,,,,
08/22/2018 1720,6.6,7.21,7.66,219,,,,,,,,
08/22/2018 1730,6.3,6.87,7.31,216,,,,,,,,
08/22/2018 1740,6.4,6.98,7.43,215,,,,,,,,
08/22/2018 1750,6.4,6.98,7.43,220,,,,,,,,
08/22/2018 1800,6.3,6.87,7.31,221,,,,,,,,
08/22/2018 1810,7.2,7.87,8.38,220,,,,,,,,
08/22/2018 1820,6.8,7.43,7.9,221,,,,,,,,
08/22/2018 1830,6.8,7.43,7.9,208,,,,,,,,
08/22/2018 1840,6.1,6.65,7.07,206,,,,,,,,
08/22/2018 1850,5.7,6.21,6.6,216,,,,,,,,
08/22/2018 1900,6.7,7.32,7.78,238,,,,,,,,
08/22/2018 1910,6.6,7.21,7.66,236,,,,,,,,
08/22/2018 1920,6.6,7.21,7.66,231,,,,,,,,
08/22/2018 1930,6.5,7.09,7.54,227,,,,,,,,
08/22/2018 1940,7.4,8.09,8.62,248,,,,,,,,
08/22/2018 1950,6.4,6.98,7.43,251,,,,,,,,
08/22/2018 2000,5.8,6.32,6.72,239,,,,,,,,
08/22/2018 2010,6.2,6.76,7.19,239,,,,,,,,
08/22/2018 2020,6.8,7.43,7.9,238,,,,,,,,
08/22/2018 2030,6.4,6.98,7.43,238,,,,,,,,
08/22/2018 2040,6.1,6.65,7.07,236,,,,,,,,
08/22/2018 2050,6.3,6.87,7.31,246,,,,,,,,
08/22/2018 2100,4.7,5.11,5.42,224,,,,,,,,
08/22/2018 2110,6.3,6.87,7.31,247,,,,,,,,
08/22/2018 2120,6.5,7.09,7.54,234,,,,,,,,
08/22/2018 2130,4.8,5.22,5.54,221,,,,,,,,
08/22/2018 2140,5.3,5.77,6.13,232,,,,,,,,
08/22/2018 2150,6.1,6.65,7.07,236,,,,,,,,
08/22/2018 2200,5.9,6.43,6.83,232,,,,,,,,
08/22/2018 2210,6.2,6.76,7.19,222,,,,,,,,
08/22/2018 2220,6.5,7.09,7.54,211,,,,,,,,
08/22/2018 2230,5.8,6.32,6.72,215,,,,,,,,
08/22/2018 2240,5.8,6.32,6.72,211,,,,,,,,
08/22/2018 2250,5.8,6.32,6.72,213,,,,,,,,
08/22/2018 2300,5.1,5.55,5.89,215,,,,,,,,
08/22/2018 2310,5.1,5.55,5.89,221,,,,,,,,
08/22/2018 2320,5.6,6.1,6.48,219,,,,,,,,
08/22/2018 2330,5.7,6.21,6.6,218,,,,,,,,
08/22/2018 2340,5.8,6.32,6.72,215,,,,,,,,
08/22/2018 2350,5.8,6.32,6.72,222,,,,,,,,
08/23/2018 0000,5.6,6.1,6.48,220,,,,,,,,
08/23/2018 0010,5.8,6.32,6.72,218,,,,,,,,
08/23/2018 0020,6,6.54,6.95,212,,,,,,,,
08/23/2018 0030,5.6,6.1,6.48,209,,,,,,,,
08/23/2018 0040,5.7,6.21,6.6,213,,,,,,,,
08/23/2018 0050,5.6,6.1,6.48,216,,,,,,,,
08/23/2018 0100,5.6,6.1,6.48,216,,,,,,,,
08/23/2018 0110,5.7,6.21,6.6,210,,,,,,,,
08/23/2018 0120,5.4,5.88,6.24,210,,,,,,,,
08/23/2018 0130,5.4,5.88,6.24,213,,,,,,,,
08/23/2018 0140,5.7,6.21,6.6,209,,,,,,,,
08/23/2018 0150,5.4,5.88,6.24,214,,,,,,,,
08/23/2018 0200,5.5,5.99,6.36,213,,,,,,,,
08/23/2018 0210,5.8,6.32,6.72,207,,,,,,,,
08/23/2018 0220,6,6.54,6.95,210,,,,,,,,
08/23/2018 0230,6.3,6.87,7.31,211,,,,,,,,
08/23/2018 0240,6.5,7.09,7.54,216,,,,,,,,
08/23/2018 0250,6.7,7.32,7.78,210,,,,,,,,
08/23/2018 0300,6.8,7.43,7.9,212,,,,,,,,
08/23/2018 0310,6.6,7.21,7.66,215,,,,,,,,
08/23/2018 0320,6.9,7.54,8.02,215,,,,,,,,
08/23/2018 0330,6.9,7.54,8.02,212,,,,,,,,
08/23/2018 0340,6.8,7.43,7.9,213,,,,,,,,
08/23/2018 0350,7,7.65,8.14,216,,,,,,,,
08/23/2018 0400,6.7,7.32,7.78,212,,,,,,,,
08/23/2018 0410,6.9,7.54,8.02,214,,,,,,,,
08/23/2018 0420,7,7.65,8.14,208,,,,,,,,
08/23/2018 0430,7,7.65,8.14,209,,,,,,,,
08/23/2018 0440,7.3,7.98,8.5,208,,,,,,,,
08/23/2018 0450,7.2,7.87,8.38,205,,,,,,,,
08/23/2018 0500,7.2,7.87,8.38,210,,,,,,,,
08/23/2018 0510,6.8,7.43,7.9,211,,,,,,,,
08/23/2018 0520,7,7.65,8.14,215,,,,,,,,
08/23/2018 0530,7.3,7.98,8.5,212,,,,,,,,
08/23/2018 0540,7.2,7.87,8.38,212,,,,,,,,
08/23/2018 0550,7.2,7.87,8.38,211,,,,,,,,
08/23/2018 0600,6.8,7.43,7.9,215,,,,,,,,
08/23/2018 0610,7.5,8.2,8.74,211,,,,,,,,
08/23/2018 0620,7.9,8.64,9.21,213,,,,,,,,
08/23/2018 0630,7.8,8.53,9.09,213,,,,,,,,
08/23/2018 0640,7.5,8.2,8.74,213,,,,,,,,
08/23/2018 0650,7.6,8.31,8.85,213,,,,,,,,
08/23/2018 0700,7.4,8.09,8.62,215,,,,,,,,
08/23/2018 0710,7.9,8.64,9.21,213,,,,,,,,
08/23/2018 0720,7.5,8.2,8.74,212,,,,,,,,
08/23/2018 0730,7.6,8.31,8.85,212,,,,,,,,
08/23/2018 0740,8.1,8.86,9.44,216,,,,,,,,
08/23/2018 0750,7.7,8.42,8.97,216,,,,,,,,
08/23/2018 0800,7.5,8.2,8.74,214,,,,,,,,
08/23/2018 0810,7.4,8.09,8.62,214,,,,,,,,
08/23/2018 0820,7.5,8.2,8.74,217,,,,,,,,
08/23/2018 0830,8,8.75,9.32,217,,,,,,,,
08/23/2018 0840,7.9,8.64,9.21,217,,,,,,,,
08/23/2018 0850,7.7,8.42,8.97,218,,,,,,,,
08/23/2018 0900,7.6,8.31,8.85,224,,,,,,,,
08/23/2018 0910,7.5,8.2,8.74,223,,,,,,,,
08/23/2018 0920,8.2,8.97,9.56,227,,,,,,,,
08/23/2018 0930,7.4,8.09,8.62,236,,,,,,,,
08/23/2018 0940,6.5,7.09,7.54,233,,,,,,,,
08/23/2018 0950,6.3,6.87,7.31,223,,,,,,,,
08/23/2018 1000,7.1,7.76,8.26,214,,,,,,,,
08/23/2018 1010,7.5,8.2,8.74,216,,,,,,,,
08/23/2018 1020,8.4,9.19,9.8,211,,,,,,,,
08/23/2018 1030,8.3,9.08,9.68,208,,,,,,,,
08/23/2018 1040,6.5,7.09,7.54,211,,,,,,,,
08/23/2018 1050,5.3,5.77,6.13,210,,,,,,,,
08/23/2018 1100,6.2,6.76,7.19,211,,,,,,,,
08/23/2018 1110,7.3,7.98,8.5,221,,,,,,,,
08/23/2018 1120,7.3,7.98,8.5,221,,,,,,,,
08/23/2018 1130,6.5,7.09,7.54,222,,,,,,,,
08/23/2018 1140,7.7,8.42,8.97,222,,,,,,,,
08/23/2018 1150,7.8,8.53,9.09,217,,,,,,,,
08/23/2018 1200,7.6,8.31,8.85,216,,,,,,,,
08/23/2018 1210,7.4,8.09,8.62,216,,,,,,,,
08/23/2018 1220,7.7,8.42,8.97,210,,,,,,,,
08/23/2018 1230,7.4,8.09,8.62,214,,,,,,,,
08/23/2018 1240,7.4,8.09,8.62,209,,,,,,,,
08/23/2018 1250,6.7,7.32,7.78,212,,,,,,,,
08/23/2018 1300,7.2,7.87,8.38,214,,,,,,,,
08/23/2018 1310,6.6,7.21,7.66,216,,,,,,,,
08/23/2018 1320,7.7,8.42,8.97,210,,,,,,,,
08/23/2018 1330,7.5,8.2,8.74,197,,,,,,,,
08/23/2018 1340,6.1,6.65,7.07,197,,,,,,,,
08/23/2018 1350,5.7,6.21,6.6,204,,,,,,,,
08/23/2018 1400,7.4,8.09,8.62,209,,,,,,,,
08/23/2018 1410,7.5,8.2,8.74,209,,,,,,,,
08/23/2018 1420,7.4,8.09,8.62,213,,,,,,,,
08/23/2018 1430,7.5,8.2,8.74,215,,,,,,,,
08/23/2018 1440,6.7,7.32,7.78,220,,,,,,,,
08/23/2018 1450,6.2,6.76,7.19,226,,,,,,,,
08/23/2018 1500,6.8,7.43,7.9,210,,,,,,,,
08/23/2018 1510,6.3,6.87,7.31,217,,,,,,,,
08/23/2018 1520,6.5,7.09,7.54,215,,,,,,,,
08/23/2018 1530,6.4,6.98,7.43,214,,,,,,,,
08/23/2018 1540,7.1,7.76,8.26,217,,,,,,,,
08/23/2018 1550,7,7.65,8.14,221,,,,,,,,
08/23/2018 1600,6,6.54,6.95,221,,,,,,,,
08/23/2018 1610,6.5,7.09,7.54,222,,,,,,,,
08/23/2018 1620,6.7,7.32,7.78,212,,,,,,,,
08/23/2018 1630,7.1,7.76,8.26,223,,,,,,,,
08/23/2018 1640,6.5,7.09,7.54,210,,,,,,,,
08/23/2018 1650,5.4,5.88,6.24,227,,,,,,,,
08/23/2018 1700,5.1,5.55,5.89,224,,,,,,,,
08/23/2018 1710,7.2,7.87,8.38,182,,,,,,,,
08/23/2018 1720,6,6.54,6.95,209,,,,,,,,
08/23/2018 1730,5.8,6.32,6.72,214,,,,,,,,
08/23/2018 1740,5.4,5.88,6.24,216,,,,,,,,
08/23/2018 1750,5.4,5.88,6.24,211,,,,,,,,
08/23/2018 1800,6.3,6.87,7.31,219,,,,,,,,
08/23/2018 1810,5.9,6.43,6.83,219,,,,,,,,
08/23/2018 1820,6.4,6.98,7.43,214,,,,,,,,
08/23/2018 1830,6.4,6.98,7.43,210,,,,,,,,
08/23/2018 1840,6.3,6.87,7.31,209,,,,,,,,
08/23/2018 1850,6.2,6.76,7.19,216,,,,,,,,
08/23/2018 1900,6.4,6.98,7.43,213,,,,,,,,
08/23/2018 1910,6,6.54,6.95,215,,,,,,,,
08/23/2018 1920,6.1,6.65,7.07,229,,,,,,,,
08/23/2018 1930,6,6.54,6.95,228,,,,,,,,
08/23/2018 1940,6.5,7.09,7.54,232,,,,,,,,
08/23/2018 1950,6.1,6.65,7.07,222,,,,,,,,
08/23/2018 2000,6,6.54,6.95,227,,,,,,,,
08/23/2018 2010,6.2,6.76,7.19,218,,,,,,,,
08/23/2018 2020,5.9,6.43,6.83,220,,,,,,,,
08/23/2018 2030,6,6.54,6.95,225,,,,,,,,
08/23/2018 2040,6.3,6.87,7.31,218,,,,,,,,
08/23/2018 2050,5.9,6.43,6.83,215,,,,,,,,
08/23/2018 2100,5.8,6.32,6.72,217,,,,,,,,
08/23/2018 2110,5.8,6.32,6.72,219,,,,,,,,
08/23/2018 2120,5.5,5.99,6.36,218,,,,,,,,
08/23/2018 2130,5.7,6.21,6.6,217,,,,,,,,
08/23/2018 2140,5.8,6.32,6.72,222,,,,,,,,
08/23/2018 2150,5.2,5.66,6.01,226,,,,,,,,
08/23/2018 2200,5.6,6.1,6.48,225,,,,,,,,
08/23/2018 2210,5.7,6.21,6.6,232,,,,,,,,
08/23/2018 2220,5.5,5.99,6.36,228,,,,,,,,
08/23/2018 2230,5.3,5.77,6.13,230,,,,,,,,
08/23/2018 2240,4.6,5,5.3,228,,,,,,,,
08/23/2018 2250,4.8,5.22,5.54,216,,,,,,,,
08/23/2018 2300,4.7,5.11,5.42,216,,,,,,,,
08/23/2018 2310,5.3,5.77,6.13,216,,,,,,,,
08/23/2018 2320,4.7,5.11,5.42,217,,,,,,,,
08/23/2018 2330,4.6,5,5.3,214,,,,,,,,
08/23/2018 2340,4.3,4.67,4.95,220,,,,,,,,
08/23/2018 2350,4.4,4.78,5.07,223,,,,,,,,
08/24/2018 0000,4.1,4.45,4.72,218,,,,,,,,
08/24/2018 0010,3.7,4.01,4.25,216,,,,,,,,
08/24/2018 0020,3.7,4.01,4.25,216,,,,,,,,
08/24/2018 0030,4,4.34,4.6,215,,,,,,,,
08/24/2018 0040,4.5,4.89,5.18,216,,,,,,,,
08/24/2018 0050,4.5,4.89,5.18,218,,,,,,,,
08/24/2018 0100,4.1,4.45,4.72,218,,,,,,,,
08/24/2018 0110,4.2,4.56,4.83,223,,,,,,,,
08/24/2018 0120,4,4.34,4.6,223,,,,,,,,
08/24/2018 0130,3.6,3.9,4.13,225,,,,,,,,
08/24/2018 0140,3.4,3.68,3.9,221,,,,,,,,
08/24/2018 0150,3.3,3.57,3.78,219,,,,,,,,
08/24/2018 0200,3.3,3.57,3.78,231,,,,,,,,
08/24/2018 0210,3.5,3.79,4.01,219,,,,,,,,
08/24/2018 0220,2.8,3.03,3.2,224,,,,,,,,
08/24/2018 0230,2.6,2.81,2.97,213,,,,,,,,
08/24/2018 0240,3,3.24,3.43,214,,,,,,,,
08/24/2018 0250,2.7,2.92,3.08,206,,,,,,,,
08/24/2018 0300,2.9,3.14,3.31,201,,,,,,,,
08/24/2018 0310,3.1,3.35,3.55,189,,,,,,,,
08/24/2018 0320,2.9,3.14,3.31,187,,,,,,,,
08/24/2018 0330,2.6,2.81,2.97,180,,,,,,,,
08/24/2018 0340,2.3,2.48,2.62,172,,,,,,,,
08/24/2018 0350,2.4,2.59,2.73,186,,,,,,,,
08/24/2018 0400,2.5,2.7,2.85,188,,,,,,,,
08/24/2018 0410,2.8,3.03,3.2,189,,,,,,,,
08/24/2018 0420,4,4.34,4.6,176,,,,,,,,
08/24/2018 0430,4.1,4.45,4.72,175,,,,,,,,
08/24/2018 0440,3.8,4.12,4.36,173,,,,,,,,
08/24/2018 0450,5.1,5.55,5.89,177,,,,,,,,
08/24/2018 0500,4.8,5.22,5.54,162,,,,,,,,
08/24/2018 0510,4.2,4.56,4.83,163,,,,,,,,
08/24/2018 0520,4.6,5,5.3,168,,,,,,,,
08/24/2018 0530,5,5.44,5.77,184,,,,,,,,
08/24/2018 0540,5,5.44,5.77,174,,,,,,,,
08/24/2018 0550,4.2,4.56,4.83,170,,,,,,,,
08/24/2018 0600,4.3,4.67,4.95,173,,,,,,,,
08/24/2018 0610,4.3,4.67,4.95,193,,,,,,,,
08/24/2018 0620,4.2,4.56,4.83,188,,,,,,,,
08/24/2018 0630,3.8,4.12,4.36,208,,,,,,,,
08/24/2018 0640,3,3.24,3.43,239,,,,,,,,
08/24/2018 0650,2.4,2.59,2.73,231,,,,,,,,
08/24/2018 0700,1.9,2.05,2.16,229,,,,,,,,
08/24/2018 0710,2.6,2.81,2.97,193,,,,,,,,
08/24/2018 0720,2.1,2.26,2.39,209,,,,,,,,
08/24/2018 0730,1.6,1.72,1.82,197,,,,,,,,
08/24/2018 0740,3,3.24,3.43,178,,,,,,,,
08/24/2018 0750,3.2,3.46,3.66,185,,,,,,,,
08/24/2018 0800,3.2,3.46,3.66,199,,,,,,,,
08/24/2018 0810,3.4,3.68,3.9,197,,,,,,,,
08/24/2018 0820,4.2,4.56,4.83,188,,,,,,,,
08/24/2018 0830,4.2,4.56,4.83,203,,,,,,,,
08/24/2018 0840,4,4.34,4.6,209,,,,,,,,
08/24/2018 0850,3.8,4.12,4.36,205,,,,,,,,
08/24/2018 0900,3.7,4.01,4.25,209,,,,,,,,
08/24/2018 0910,3.2,3.46,3.66,207,,,,,,,,
08/24/2018 0920,3.4,3.68,3.9,189,,,,,,,,
08/24/2018 0930,3,3.24,3.43,182,,,,,,,,
08/24/2018 0940,3,3.24,3.43,175,,,,,,,,
08/24/2018 0950,3.9,4.23,4.48,191,,,,,,,,
08/24/2018 1000,4.2,4.56,4.83,188,,,,,,,,
08/24/2018 1010,4.3,4.67,4.95,176,,,,,,,,
08/24/2018 1020,4.3,4.67,4.95,174,,,,,,,,
08/24/2018 1030,4.5,4.89,5.18,181,,,,,,,,
08/24/2018 1040,4.4,4.78,5.07,176,,,,,,,,
08/24/2018 1050,4.2,4.56,4.83,184,,,,,,,,
08/24/2018 1100,4.1,4.45,4.72,185,,,,,,,,
08/24/2018 1110,3.9,4.23,4.48,182,,,,,,,,
08/24/2018 1120,3.6,3.9,4.13,191,,,,,,,,
08/24/2018 1130,3.4,3.68,3.9,188,,,,,,,,
08/24/2018 1140,3.3,3.57,3.78,196,,,,,,,,
08/24/2018 1150,3.3,3.57,3.78,189,,,,,,,,
08/24/2018 1200,3.1,3.35,3.55,191,,,,,,,,
08/24/2018 1210,3.2,3.46,3.66,179,,,,,,,,
08/24/2018 1220,4,4.34,4.6,167,,,,,,,,
08/24/2018 1230,5.1,5.55,5.89,156,,,,,,,,
08/24/2018 1240,6.6,7.21,7.66,163,,,,,,,,
08/24/2018 1250,6.3,6.87,7.31,164,,,,,,,,
08/24/2018 1300,5.7,6.21,6.6,159,,,,,,,,
08/24/2018 1310,5.8,6.32,6.72,162,,,,,,,,
08/24/2018 1320,6,6.54,6.95,166,,,,,,,,
08/24/2018 1330,5.5,5.99,6.36,162,,,,,,,,
08/24/2018 1340,5.8,6.32,6.72,165,,,,,,,,
08/24/2018 1350,6.2,6.76,7.19,162,,,,,,,,
08/24/2018 1400,6.5,7.09,7.54,163,,,,,,,,
08/24/2018 1410,6.1,6.65,7.07,166,,,,,,,,
08/24/2018 1420,5.8,6.32,6.72,171,,,,,,,,
08/24/2018 1430,5.7,6.21,6.6,177,,,,,,,,
08/24/2018 1440,5.6,6.1,6.48,183,,,,,,,,
08/24/2018 1450,5,5.44,5.77,182,,,,,,,,
08/24/2018 1500,5.4,5.88,6.24,181,,,,,,,,
08/24/2018 1510,5.1,5.55,5.89,181,,,,,,,,
08/24/2018 1520,5.1,5.55,5.89,180,,,,,,,,
08/24/2018 1530,5,5.44,5.77,175,,,,,,,,
08/24/2018 1540,5.6,6.1,6.48,178,,,,,,,,
08/24/2018 1550,5.7,6.21,6.6,184,,,,,,,,
08/24/2018 1600,5.9,6.43,6.83,183,,,,,,,,
08/24/2018 1610,5.6,6.1,6.48,184,,,,,,,,
08/24/2018 1620,5.4,5.88,6.24,186,,,,,,,,
08/24/2018 1630,5.3,5.77,6.13,189,,,,,,,,
08/24/2018 1640,5.9,6.43,6.83,189,,,,,,,,
08/24/2018 1650,5.9,6.43,6.83,187,,,,,,,,
08/24/2018 1700,7.3,7.98,8.5,202,,,,,,,,
08/24/2018 1710,7.5,8.2,8.74,222,,,,,,,,
08/24/2018 1720,6.5,7.09,7.54,222,,,,,,,,
08/24/2018 1730,6.2,6.76,7.19,229,,,,,,,,
08/24/2018 1740,5.4,5.88,6.24,218,,,,,,,,
08/24/2018 1750,5.7,6.21,6.6,215,,,,,,,,
08/24/2018 1800,6.2,6.76,7.19,219,,,,,,,,
08/24/2018 1810,6.6,7.21,7.66,226,,,,,,,,
08/24/2018 1820,6.6,7.21,7.66,220,,,,,,,,
08/24/2018 1830,6.1,6.65,7.07,222,,,,,,,,
08/24/2018 1840,5.7,6.21,6.6,240,,,,,,,,
08/24/2018 1850,6,6.54,6.95,246,,,,,,,,
08/24/2018 1900,6.1,6.65,7.07,239,,,,,,,,
08/24/2018 1910,6.5,7.09,7.54,241,,,,,,,,
08/24/2018 1920,6,6.54,6.95,240,,,,,,,,
08/24/2018 1930,6,6.54,6.95,246,,,,,,,,
08/24/2018 1940,6.3,6.87,7.31,238,,,,,,,,
08/24/2018 1950,5,5.44,5.77,242,,,,,,,,
08/24/2018 2000,3.4,3.68,3.9,241,,,,,,,,
08/24/2018 2010,2.5,2.7,2.85,225,,,,,,,,
08/24/2018 2020,1.7,1.83,1.93,209,,,,,,,,
08/24/2018 2030,1.9,2.05,2.16,154,,,,,,,,
08/24/2018 2040,2.8,3.03,3.2,151,,,,,,,,
08/24/2018 2050,3.2,3.46,3.66,161,,,,,,,,
08/24/2018 2100,3.5,3.79,4.01,156,,,,,,,,
08/24/2018 2110,3.7,4.01,4.25,167,,,,,,,,
08/24/2018 2120,4.1,4.45,4.72,172,,,,,,,,
08/24/2018 2130,4.5,4.89,5.18,169,,,,,,,,
08/24/2018 2140,4.6,5,5.3,171,,,,,,,,
08/24/2018 2150,5.3,5.77,6.13,175,,,,,,,,
08/24/2018 2200,5.3,5.77,6.13,175,,,,,,,,
08/24/2018 2210,5.4,5.88,6.24,178,,,,,,,,
08/24/2018 2220,5.2,5.66,6.01,173,,,,,,,,
08/24/2018 2230,4.8,5.22,5.54,175,,,,,,,,
08/24/2018 2240,5.4,5.88,6.24,177,,,,,,,,
08/24/2018 2250,6.1,6.65,7.07,184,,,,,,,,
08/24/2018 2300,6,6.54,6.95,191,,,,,,,,
08/24/2018 2310,5.5,5.99,6.36,196,,,,,,,,
08/24/2018 2320,5.4,5.88,6.24,206,,,,,,,,
08/24/2018 2330,5.1,5.55,5.89,202,,,,,,,,
08/24/2018 2340,4.6,5,5.3,199,,,,,,,,
08/24/2018 2350,4.4,4.78,5.07,202,,,,,,,,
08/25/2018 0000,3.7,4.01,4.25,206,,,,,,,,
08/25/2018 0010,3.4,3.68,3.9,208,,,,,,,,
08/25/2018 0020,4.3,4.67,4.95,227,,,,,,,,
