DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
11/23/2018 1410,10.7,11.73,12.52,349,,,,,,,,
11/23/2018 1420,10.2,11.18,11.92,359,,,,,,,,
11/23/2018 1430,10.7,11.73,12.52,7,,,,,,,,
11/23/2018 1440,10.9,11.96,12.75,358,,,,,,,,
11/23/2018 1450,10.7,11.73,12.52,9,,,,,,,,
11/23/2018 1500,10.7,11.73,12.52,2,,,,,,,,
11/23/2018 1510,10.2,11.18,11.92,2,,,,,,,,
11/23/2018 1520,10.2,11.18,11.92,358,,,,,,,,
11/23/2018 1530,8.7,9.53,10.15,9,,,,,,,,
11/23/2018 1540,10.1,11.07,11.81,21,,,,,,,,
11/23/2018 1550,8.4,9.19,9.8,21,,,,,,,,
11/23/2018 1600,10.3,11.29,12.04,1,,,,,,,,
11/23/2018 1610,8.7,9.53,10.15,6,,,,,,,,
11/23/2018 1620,8.3,9.08,9.68,12,,,,,,,,
11/23/2018 1630,9.4,10.3,10.98,359,,,,,,,,
11/23/2018 1640,10.4,11.4,12.16,3,,,,,,,,
11/23/2018 1650,9.1,9.97,10.62,356,,,,,,,,
11/23/2018 1700,8.5,9.31,9.91,5,,,,,,,,
11/23/2018 1710,8,8.75,9.32,17,,,,,,,,
11/23/2018 1720,8.3,9.08,9.68,14,,,,,,,,
11/23/2018 1730,9.3,10.19,10.86,17,,,,,,,,
11/23/2018 1740,10.1,11.07,11.81,11,,,,,,,,
11/23/2018 1750,10,10.96,11.69,10,,,,,,,,
11/23/2018 1800,9.6,10.52,11.21,9,,,,,,,,
11/23/2018 1810,9.5,10.41,11.1,16,,,,,,,,
11/23/2018 1820,8.9,9.75,10.39,11,,,,,,,,
11/23/2018 1830,8.9,9.75,10.39,8,,,,,,,,
11/23/2018 1840,9,9.86,10.5,15,,,,,,,,
11/23/2018 1850,10.1,11.07,11.81,9,,,,,,,,
11/23/2018 1900,9.9,10.85,11.57,5,,,,,,,,
11/23/2018 1910,9.5,10.41,11.1,10,,,,,,,,
11/23/2018 1920,9.4,10.3,10.98,18,,,,,,,,
11/23/2018 1930,9.4,10.3,10.98,9,,,,,,,,
11/23/2018 1940,10.1,11.07,11.81,13,,,,,,,,
11/23/2018 1950,10.6,11.62,12.4,16,,,,,,,,
11/23/2018 2000,8.9,9.75,10.39,16,,,,,,,,
11/23/2018 2010,8.9,9.75,10.39,11,,,,,,,,
11/23/2018 2020,10.4,11.4,12.16,15,,,,,,,,
11/23/2018 2030,9.3,10.19,10.86,32,,,,,,,,
11/23/2018 2040,8.8,9.64,10.27,24,,,,,,,,
11/23/2018 2050,8.5,9.31,9.91,24,,,,,,,,
11/23/2018 2100,9.6,10.52,11.21,29,,,,,,,,
11/23/2018 2110,8.4,9.19,9.8,28,,,,,,,,
11/23/2018 2120,9.6,10.52,11.21,19,,,,,,,,
11/23/2018 2130,8,8.75,9.32,24,,,,,,,,
11/23/2018 2140,7.9,8.64,9.21,29,,,,,,,,
11/23/2018 2150,7.1,7.76,8.26,29,,,,,,,,
11/23/2018 2200,7.2,7.87,8.38,32,,,,,,,,
11/23/2018 2210,6.5,7.09,7.54,26,,,,,,,,
11/23/2018 2220,7.5,8.2,8.74,4,,,,,,,,
11/23/2018 2230,7,7.65,8.14,7,,,,,,,,
11/23/2018 2240,7,7.65,8.14,14,,,,,,,,
11/23/2018 2250,7,7.65,8.14,22,,,,,,,,
11/23/2018 2300,7.2,7.87,8.38,25,,,,,,,,
11/23/2018 2310,9.9,10.85,11.57,36,,,,,,,,
11/23/2018 2320,7.3,7.98,8.5,56,,,,,,,,
11/23/2018 2330,5.1,5.55,5.89,57,,,,,,,,
11/23/2018 2340,5.1,5.55,5.89,47,,,,,,,,
11/23/2018 2350,8.3,9.08,9.68,23,,,,,,,,
11/24/2018 0000,8.1,8.86,9.44,24,,,,,,,,
11/24/2018 0010,7.8,8.53,9.09,24,,,,,,,,
11/24/2018 0020,7.4,8.09,8.62,27,,,,,,,,
11/24/2018 0030,6.9,7.54,8.02,22,,,,,,,,
11/24/2018 0040,6.3,6.87,7.31,28,,,,,,,,
11/24/2018 0050,7,7.65,8.14,27,,,,,,,,
11/24/2018 0100,6.3,6.87,7.31,36,,,,,,,,
11/24/2018 0110,5.2,5.66,6.01,30,,,,,,,,
11/24/2018 0120,5.4,5.88,6.24,41,,,,,,,,
11/24/2018 0130,5.7,6.21,6.6,41,,,,,,,,
11/24/2018 0140,6,6.54,6.95,49,,,,,,,,
11/24/2018 0150,6.7,7.32,7.78,52,,,,,,,,
11/24/2018 0200,5.3,5.77,6.13,53,,,,,,,,
11/24/2018 0210,5.8,6.32,6.72,33,,,,,,,,
11/24/2018 0220,5.1,5.55,5.89,53,,,,,,,,
11/24/2018 0230,6.6,7.21,7.66,20,,,,,,,,
11/24/2018 0240,6.2,6.76,7.19,23,,,,,,,,
11/24/2018 0250,5.7,6.21,6.6,25,,,,,,,,
11/24/2018 0300,6.1,6.65,7.07,10,,,,,,,,
11/24/2018 0310,5.3,5.77,6.13,11,,,,,,,,
11/24/2018 0320,5.7,6.21,6.6,20,,,,,,,,
11/24/2018 0330,5.2,5.66,6.01,32,,,,,,,,
11/24/2018 0340,4.1,4.45,4.72,25,,,,,,,,
11/24/2018 0350,3,3.24,3.43,5,,,,,,,,
11/24/2018 0400,4.3,4.67,4.95,38,,,,,,,,
11/24/2018 0410,2.9,3.14,3.31,51,,,,,,,,
11/24/2018 0420,4.6,5,5.3,31,,,,,,,,
11/24/2018 0430,4.4,4.78,5.07,54,,,,,,,,
11/24/2018 0440,3.2,3.46,3.66,56,,,,,,,,
11/24/2018 0450,3.8,4.12,4.36,28,,,,,,,,
11/24/2018 0500,4.1,4.45,4.72,48,,,,,,,,
11/24/2018 0510,3.1,3.35,3.55,42,,,,,,,,
11/24/2018 0520,1.6,1.72,1.82,50,,,,,,,,
11/24/2018 0530,3.2,3.46,3.66,12,,,,,,,,
11/24/2018 0540,3,3.24,3.43,52,,,,,,,,
11/24/2018 0550,2.3,2.48,2.62,14,,,,,,,,
11/24/2018 0600,3.4,3.68,3.9,42,,,,,,,,
11/24/2018 0610,2.8,3.03,3.2,61,,,,,,,,
11/24/2018 0620,2.5,2.7,2.85,74,,,,,,,,
11/24/2018 0630,2.8,3.03,3.2,48,,,,,,,,
11/24/2018 0640,2.4,2.59,2.73,113,,,,,,,,
11/24/2018 0650,1.2,1.29,1.37,105,,,,,,,,
11/24/2018 0700,0.8,0.87,0.91,119,,,,,,,,
11/24/2018 0710,1.2,1.29,1.37,155,,,,,,,,
11/24/2018 0720,1.4,1.51,1.59,172,,,,,,,,
11/24/2018 0730,1.7,1.83,1.93,106,,,,,,,,
11/24/2018 0740,0.7,0.76,0.8,186,,,,,,,,
11/24/2018 0750,0.7,0.76,0.8,195,,,,,,,,
11/24/2018 0800,0.6,0.65,0.69,42,,,,,,,,
11/24/2018 0810,1.2,1.29,1.37,4,,,,,,,,
11/24/2018 0820,1.5,1.62,1.7,316,,,,,,,,
11/24/2018 0830,0.8,0.87,0.91,274,,,,,,,,
11/24/2018 0840,1.1,1.19,1.25,355,,,,,,,,
11/24/2018 0850,1.3,1.4,1.48,44,,,,,,,,
11/24/2018 0900,1.6,1.72,1.82,67,,,,,,,,
11/24/2018 0910,1.2,1.29,1.37,28,,,,,,,,
11/24/2018 0920,2.9,3.14,3.31,77,,,,,,,,
11/24/2018 0930,1.7,1.83,1.93,119,,,,,,,,
11/24/2018 0940,2,2.16,2.27,107,,,,,,,,
11/24/2018 0950,2.4,2.59,2.73,81,,,,,,,,
11/24/2018 1000,0.7,0.76,0.8,76,,,,,,,,
11/24/2018 1010,3.1,3.35,3.55,99,,,,,,,,
11/24/2018 1020,4.4,4.78,5.07,74,,,,,,,,
11/24/2018 1030,4.1,4.45,4.72,61,,,,,,,,
11/24/2018 1040,3,3.24,3.43,60,,,,,,,,
11/24/2018 1050,3,3.24,3.43,70,,,,,,,,
11/24/2018 1100,2.9,3.14,3.31,94,,,,,,,,
11/24/2018 1110,2.6,2.81,2.97,111,,,,,,,,
11/24/2018 1120,2.7,2.92,3.08,104,,,,,,,,
11/24/2018 1130,2,2.16,2.27,96,,,,,,,,
11/24/2018 1140,2.2,2.37,2.5,84,,,,,,,,
11/24/2018 1150,2.5,2.7,2.85,74,,,,,,,,
11/24/2018 1200,1.8,1.94,2.04,93,,,,,,,,
11/24/2018 1210,2.8,3.03,3.2,82,,,,,,,,
11/24/2018 1220,2.9,3.14,3.31,96,,,,,,,,
11/24/2018 1230,3.4,3.68,3.9,91,,,,,,,,
11/24/2018 1240,2.7,2.92,3.08,87,,,,,,,,
11/24/2018 1250,2.9,3.14,3.31,95,,,,,,,,
11/24/2018 1300,2.7,2.92,3.08,97,,,,,,,,
11/24/2018 1310,2,2.16,2.27,88,,,,,,,,
11/24/2018 1320,2.3,2.48,2.62,168,,,,,,,,
11/24/2018 1330,1.8,1.94,2.04,166,,,,,,,,
11/24/2018 1340,1.9,2.05,2.16,139,,,,,,,,
11/24/2018 1350,2.4,2.59,2.73,128,,,,,,,,
11/24/2018 1400,2.8,3.03,3.2,134,,,,,,,,
11/24/2018 1410,1.8,1.94,2.04,129,,,,,,,,
11/24/2018 1420,3.6,3.9,4.13,147,,,,,,,,
11/24/2018 1430,2.1,2.26,2.39,140,,,,,,,,
11/24/2018 1440,2.7,2.92,3.08,120,,,,,,,,
11/24/2018 1450,2.4,2.59,2.73,94,,,,,,,,
11/24/2018 1500,2.8,3.03,3.2,119,,,,,,,,
11/24/2018 1510,1.4,1.51,1.59,140,,,,,,,,
11/24/2018 1520,3.4,3.68,3.9,121,,,,,,,,
11/24/2018 1530,3.7,4.01,4.25,144,,,,,,,,
11/24/2018 1540,3.3,3.57,3.78,139,,,,,,,,
11/24/2018 1550,3.2,3.46,3.66,128,,,,,,,,
11/24/2018 1600,4.1,4.45,4.72,128,,,,,,,,
11/24/2018 1610,4.3,4.67,4.95,115,,,,,,,,
11/24/2018 1620,4.2,4.56,4.83,126,,,,,,,,
11/24/2018 1630,4.7,5.11,5.42,122,,,,,,,,
11/24/2018 1640,5,5.44,5.77,122,,,,,,,,
11/24/2018 1650,4.5,4.89,5.18,123,,,,,,,,
11/24/2018 1700,5.5,5.99,6.36,116,,,,,,,,
11/24/2018 1710,6.4,6.98,7.43,119,,,,,,,,
11/24/2018 1720,6.2,6.76,7.19,126,,,,,,,,
11/24/2018 1730,6,6.54,6.95,124,,,,,,,,
11/24/2018 1740,6.3,6.87,7.31,135,,,,,,,,
11/24/2018 1750,6.7,7.32,7.78,125,,,,,,,,
11/24/2018 1800,6.2,6.76,7.19,131,,,,,,,,
11/24/2018 1810,6.9,7.54,8.02,135,,,,,,,,
11/24/2018 1820,7.6,8.31,8.85,156,,,,,,,,
11/24/2018 1830,7.5,8.2,8.74,156,,,,,,,,
11/24/2018 1840,6.9,7.54,8.02,148,,,,,,,,
11/24/2018 1850,7.2,7.87,8.38,150,,,,,,,,
11/24/2018 1900,7,7.65,8.14,149,,,,,,,,
11/24/2018 1910,7,7.65,8.14,144,,,,,,,,
11/24/2018 1920,7.9,8.64,9.21,152,,,,,,,,
11/24/2018 1930,7.7,8.42,8.97,150,,,,,,,,
11/24/2018 1940,7.9,8.64,9.21,156,,,,,,,,
11/24/2018 1950,8.9,9.75,10.39,156,,,,,,,,
11/24/2018 2000,8.3,9.08,9.68,164,,,,,,,,
11/24/2018 2010,8.5,9.31,9.91,166,,,,,,,,
11/24/2018 2020,8.1,8.86,9.44,167,,,,,,,,
11/24/2018 2030,8.4,9.19,9.8,159,,,,,,,,
11/24/2018 2040,8.6,9.42,10.03,158,,,,,,,,
11/24/2018 2050,9.1,9.97,10.62,152,,,,,,,,
11/24/2018 2100,8.3,9.08,9.68,153,,,,,,,,
11/24/2018 2110,8.8,9.64,10.27,152,,,,,,,,
11/24/2018 2120,11,12.07,12.87,157,,,,,,,,
11/24/2018 2130,9.6,10.52,11.21,155,,,,,,,,
11/24/2018 2140,8,8.75,9.32,156,,,,,,,,
11/24/2018 2150,7.9,8.64,9.21,164,,,,,,,,
11/24/2018 2200,7.8,8.53,9.09,158,,,,,,,,
11/24/2018 2210,7.6,8.31,8.85,153,,,,,,,,
11/24/2018 2220,7.2,7.87,8.38,140,,,,,,,,
11/24/2018 2230,7.3,7.98,8.5,149,,,,,,,,
11/24/2018 2240,7.4,8.09,8.62,151,,,,,,,,
11/24/2018 2250,8.1,8.86,9.44,158,,,,,,,,
11/24/2018 2300,8.8,9.64,10.27,151,,,,,,,,
11/24/2018 2310,7.8,8.53,9.09,153,,,,,,,,
11/24/2018 2320,7.4,8.09,8.62,169,,,,,,,,
11/24/2018 2330,7.9,8.64,9.21,164,,,,,,,,
11/24/2018 2340,9.4,10.3,10.98,150,,,,,,,,
11/24/2018 2350,9.2,10.08,10.74,155,,,,,,,,
11/25/2018 0000,8.7,9.53,10.15,159,,,,,,,,
11/25/2018 0010,8.7,9.53,10.15,156,,,,,,,,
11/25/2018 0020,8.6,9.42,10.03,164,,,,,,,,
11/25/2018 0030,8.8,9.64,10.27,165,,,,,,,,
11/25/2018 0040,9.1,9.97,10.62,164,,,,,,,,
11/25/2018 0050,9.3,10.19,10.86,156,,,,,,,,
11/25/2018 0100,9.1,9.97,10.62,155,,,,,,,,
11/25/2018 0110,9,9.86,10.5,150,,,,,,,,
11/25/2018 0120,9.2,10.08,10.74,149,,,,,,,,
11/25/2018 0130,9.1,9.97,10.62,151,,,,,,,,
11/25/2018 0140,9.5,10.41,11.1,156,,,,,,,,
11/25/2018 0150,9.6,10.52,11.21,158,,,,,,,,
11/25/2018 0200,9.8,10.74,11.45,153,,,,,,,,
11/25/2018 0210,9.7,10.63,11.33,158,,,,,,,,
11/25/2018 0220,9.9,10.85,11.57,155,,,,,,,,
11/25/2018 0230,10,10.96,11.69,156,,,,,,,,
11/25/2018 0240,9.7,10.63,11.33,154,,,,,,,,
11/25/2018 0250,9.8,10.74,11.45,152,,,,,,,,
11/25/2018 0300,9.6,10.52,11.21,153,,,,,,,,
11/25/2018 0310,10.2,11.18,11.92,152,,,,,,,,
11/25/2018 0320,10.2,11.18,11.92,152,,,,,,,,
11/25/2018 0330,10.5,11.51,12.28,152,,,,,,,,
11/25/2018 0340,10.1,11.07,11.81,149,,,,,,,,
11/25/2018 0350,10.7,11.73,12.52,149,,,,,,,,
11/25/2018 0400,11.2,12.29,13.11,156,,,,,,,,
11/25/2018 0410,11.8,12.95,13.82,158,,,,,,,,
11/25/2018 0420,11.6,12.73,13.58,159,,,,,,,,
11/25/2018 0430,12.4,13.62,14.54,157,,,,,,,,
11/25/2018 0440,12.3,13.51,14.42,157,,,,,,,,
11/25/2018 0450,12.1,13.28,14.18,156,,,,,,,,
11/25/2018 0500,12.4,13.62,14.54,150,,,,,,,,
11/25/2018 0510,12.9,14.17,15.13,144,,,,,,,,
11/25/2018 0520,12.2,13.39,14.3,150,,,,,,,,
11/25/2018 0530,11.5,12.62,13.47,149,,,,,,,,
11/25/2018 0540,11.7,12.84,13.7,154,,,,,,,,
11/25/2018 0550,11.7,12.84,13.7,153,,,,,,,,
11/25/2018 0600,11.7,12.84,13.7,152,,,,,,,,
11/25/2018 0610,12.1,13.28,14.18,155,,,,,,,,
11/25/2018 0620,12.1,13.28,14.18,152,,,,,,,,
11/25/2018 0630,12.2,13.39,14.3,155,,,,,,,,
11/25/2018 0640,11.5,12.62,13.47,154,,,,,,,,
11/25/2018 0650,11.6,12.73,13.58,159,,,,,,,,
11/25/2018 0700,11.8,12.95,13.82,163,,,,,,,,
11/25/2018 0710,11.4,12.51,13.35,164,,,,,,,,
11/25/2018 0720,11.4,12.51,13.35,162,,,,,,,,
11/25/2018 0730,11.6,12.73,13.58,163,,,,,,,,
11/25/2018 0740,11.6,12.73,13.58,166,,,,,,,,
11/25/2018 0750,11.4,12.51,13.35,166,,,,,,,,
11/25/2018 0800,11.5,12.62,13.47,162,,,,,,,,
11/25/2018 0810,11.5,12.62,13.47,167,,,,,,,,
11/25/2018 0820,11.6,12.73,13.58,174,,,,,,,,
11/25/2018 0830,11.3,12.4,13.23,172,,,,,,,,
11/25/2018 0840,12.2,13.39,14.3,169,,,,,,,,
11/25/2018 0850,12.8,14.06,15.01,169,,,,,,,,
11/25/2018 0900,13.4,14.72,15.73,174,,,,,,,,
11/25/2018 0910,11.6,12.73,13.58,171,,,,,,,,
11/25/2018 0920,12.1,13.28,14.18,176,,,,,,,,
11/25/2018 0930,13.6,14.95,15.97,168,,,,,,,,
11/25/2018 0940,15.5,17.06,18.24,163,,,,,,,,
11/25/2018 0950,15.2,16.72,17.88,157,,,,,,,,
11/25/2018 1000,14.5,15.95,17.04,163,,,,,,,,
11/25/2018 1010,14.4,15.84,16.92,170,,,,,,,,
11/25/2018 1020,13.4,14.72,15.73,167,,,,,,,,
11/25/2018 1030,12.1,13.28,14.18,183,,,,,,,,
11/25/2018 1040,13.7,15.06,16.08,205,,,,,,,,
11/25/2018 1050,12.5,13.73,14.65,222,,,,,,,,
11/25/2018 1100,11.5,12.62,13.47,224,,,,,,,,
11/25/2018 1110,10.9,11.96,12.75,223,,,,,,,,
11/25/2018 1120,10,10.96,11.69,229,,,,,,,,
11/25/2018 1130,11.3,12.4,13.23,242,,,,,,,,
11/25/2018 1140,12.3,13.51,14.42,262,,,,,,,,
11/25/2018 1150,10.5,11.51,12.28,263,,,,,,,,
11/25/2018 1200,12.6,13.84,14.77,251,,,,,,,,
11/25/2018 1210,11.8,12.95,13.82,245,,,,,,,,
11/25/2018 1220,11.4,12.51,13.35,251,,,,,,,,
11/25/2018 1230,11,12.07,12.87,252,,,,,,,,
11/25/2018 1240,11,12.07,12.87,249,,,,,,,,
11/25/2018 1250,10.7,11.73,12.52,246,,,,,,,,
11/25/2018 1300,11.2,12.29,13.11,248,,,,,,,,
11/25/2018 1310,11.1,12.18,12.99,248,,,,,,,,
11/25/2018 1320,11.9,13.06,13.94,278,,,,,,,,
11/25/2018 1330,12.1,13.28,14.18,277,,,,,,,,
11/25/2018 1340,12,13.17,14.06,273,,,,,,,,
11/25/2018 1350,12,13.17,14.06,274,,,,,,,,
11/25/2018 1400,11.3,12.4,13.23,274,,,,,,,,
11/25/2018 1410,11.8,12.95,13.82,272,,,,,,,,
11/25/2018 1420,11.6,12.73,13.58,270,,,,,,,,
11/25/2018 1430,11.8,12.95,13.82,281,,,,,,,,
11/25/2018 1440,11.7,12.84,13.7,273,,,,,,,,
11/25/2018 1450,11.3,12.4,13.23,271,,,,,,,,
11/25/2018 1500,12,13.17,14.06,280,,,,,,,,
11/25/2018 1510,11.6,12.73,13.58,284,,,,,,,,
11/25/2018 1520,12.5,13.73,14.65,283,,,,,,,,
11/25/2018 1530,12.6,13.84,14.77,281,,,,,,,,
11/25/2018 1540,12.1,13.28,14.18,279,,,,,,,,
11/25/2018 1550,12.5,13.73,14.65,285,,,,,,,,
11/25/2018 1600,11.9,13.06,13.94,280,,,,,,,,
11/25/2018 1610,11.8,12.95,13.82,284,,,,,,,,
11/25/2018 1620,11.5,12.62,13.47,290,,,,,,,,
11/25/2018 1630,12.2,13.39,14.3,287,,,,,,,,
11/25/2018 1640,12.6,13.84,14.77,287,,,,,,,,
11/25/2018 1650,12.2,13.39,14.3,287,,,,,,,,
11/25/2018 1700,12.3,13.51,14.42,284,,,,,,,,
11/25/2018 1710,12,13.17,14.06,287,,,,,,,,
11/25/2018 1720,11.8,12.95,13.82,290,,,,,,,,
11/25/2018 1730,12.3,13.51,14.42,289,,,,,,,,
11/25/2018 1740,12.2,13.39,14.3,289,,,,,,,,
11/25/2018 1750,13.1,14.39,15.37,293,,,,,,,,
11/25/2018 1800,13.6,14.95,15.97,297,,,,,,,,
11/25/2018 1810,13.1,14.39,15.37,297,,,,,,,,
11/25/2018 1820,13.4,14.72,15.73,297,,,,,,,,
11/25/2018 1830,14.1,15.5,16.56,296,,,,,,,,
11/25/2018 1840,13.8,15.17,16.2,301,,,,,,,,
11/25/2018 1850,13.4,14.72,15.73,301,,,,,,,,
11/25/2018 1900,13.1,14.39,15.37,300,,,,,,,,
11/25/2018 1910,13,14.28,15.25,301,,,,,,,,
11/25/2018 1920,13.3,14.61,15.61,298,,,,,,,,
11/25/2018 1930,13.6,14.95,15.97,300,,,,,,,,
11/25/2018 1940,13.4,14.72,15.73,304,,,,,,,,
11/25/2018 1950,13.3,14.61,15.61,303,,,,,,,,
11/25/2018 2000,13.2,14.5,15.49,303,,,,,,,,
11/25/2018 2010,12.9,14.17,15.13,307,,,,,,,,
11/25/2018 2020,12.7,13.95,14.89,311,,,,,,,,
11/25/2018 2030,13.2,14.5,15.49,307,,,,,,,,
11/25/2018 2040,13.8,15.17,16.2,305,,,,,,,,
11/25/2018 2050,13.6,14.95,15.97,308,,,,,,,,
11/25/2018 2100,13.6,14.95,15.97,308,,,,,,,,
11/25/2018 2110,13.5,14.84,15.85,311,,,,,,,,
11/25/2018 2120,14,15.39,16.44,313,,,,,,,,
11/25/2018 2130,13.1,14.39,15.37,315,,,,,,,,
11/25/2018 2140,13.7,15.06,16.08,312,,,,,,,,
11/25/2018 2150,12.8,14.06,15.01,312,,,,,,,,
11/25/2018 2200,12.9,14.17,15.13,317,,,,,,,,
11/25/2018 2210,13,14.28,15.25,318,,,,,,,,
11/25/2018 2220,12.4,13.62,14.54,322,,,,,,,,
11/25/2018 2230,12.9,14.17,15.13,317,,,,,,,,
11/25/2018 2240,13.2,14.5,15.49,327,,,,,,,,
11/25/2018 2250,13.2,14.5,15.49,323,,,,,,,,
11/25/2018 2300,13,14.28,15.25,327,,,,,,,,
11/25/2018 2310,13.7,15.06,16.08,325,,,,,,,,
11/25/2018 2320,13.4,14.72,15.73,332,,,,,,,,
11/25/2018 2330,13.2,14.5,15.49,335,,,,,,,,
11/25/2018 2340,13.7,15.06,16.08,325,,,,,,,,
11/25/2018 2350,13.7,15.06,16.08,329,,,,,,,,
11/26/2018 0000,13.1,14.39,15.37,333,,,,,,,,
11/26/2018 0010,12.9,14.17,15.13,329,,,,,,,,
11/26/2018 0020,12.7,13.95,14.89,334,,,,,,,,
11/26/2018 0030,12.8,14.06,15.01,337,,,,,,,,
11/26/2018 0040,12.2,13.39,14.3,327,,,,,,,,
11/26/2018 0050,12.2,13.39,14.3,336,,,,,,,,
11/26/2018 0100,12.5,13.73,14.65,330,,,,,,,,
11/26/2018 0110,11.8,12.95,13.82,330,,,,,,,,
11/26/2018 0120,12,13.17,14.06,330,,,,,,,,
11/26/2018 0130,11.8,12.95,13.82,329,,,,,,,,
11/26/2018 0140,11.5,12.62,13.47,334,,,,,,,,
11/26/2018 0150,11.5,12.62,13.47,340,,,,,,,,
11/26/2018 0200,11.3,12.4,13.23,332,,,,,,,,
11/26/2018 0210,10.9,11.96,12.75,327,,,,,,,,
11/26/2018 0220,10.2,11.18,11.92,336,,,,,,,,
11/26/2018 0230,10.2,11.18,11.92,344,,,,,,,,
11/26/2018 0240,10.2,11.18,11.92,345,,,,,,,,
11/26/2018 0250,10.2,11.18,11.92,343,,,,,,,,
11/26/2018 0300,9.6,10.52,11.21,324,,,,,,,,
11/26/2018 0310,8.6,9.42,10.03,334,,,,,,,,
11/26/2018 0320,8.6,9.42,10.03,332,,,,,,,,
11/26/2018 0330,7.5,8.2,8.74,346,,,,,,,,
11/26/2018 0340,8.9,9.75,10.39,340,,,,,,,,
11/26/2018 0350,7.9,8.64,9.21,341,,,,,,,,
11/26/2018 0400,8.6,9.42,10.03,347,,,,,,,,
11/26/2018 0410,8.3,9.08,9.68,341,,,,,,,,
11/26/2018 0420,8.1,8.86,9.44,330,,,,,,,,
11/26/2018 0430,8.9,9.75,10.39,325,,,,,,,,
11/26/2018 0440,8.5,9.31,9.91,328,,,,,,,,
11/26/2018 0450,8.4,9.19,9.8,335,,,,,,,,
11/26/2018 0500,6.5,7.09,7.54,340,,,,,,,,
11/26/2018 0510,8.3,9.08,9.68,329,,,,,,,,
11/26/2018 0520,7.9,8.64,9.21,350,,,,,,,,
11/26/2018 0530,8.1,8.86,9.44,356,,,,,,,,
11/26/2018 0540,7.7,8.42,8.97,340,,,,,,,,
11/26/2018 0550,9,9.86,10.5,339,,,,,,,,
11/26/2018 0600,8.1,8.86,9.44,333,,,,,,,,
11/26/2018 0610,6.5,7.09,7.54,333,,,,,,,,
11/26/2018 0620,7.9,8.64,9.21,333,,,,,,,,
11/26/2018 0630,8.2,8.97,9.56,345,,,,,,,,
11/26/2018 0640,7.3,7.98,8.5,354,,,,,,,,
11/26/2018 0650,6.8,7.43,7.9,344,,,,,,,,
11/26/2018 0700,6.4,6.98,7.43,332,,,,,,,,
11/26/2018 0710,7.1,7.76,8.26,320,,,,,,,,
11/26/2018 0720,5.7,6.21,6.6,320,,,,,,,,
11/26/2018 0730,5.6,6.1,6.48,330,,,,,,,,
11/26/2018 0740,6.7,7.32,7.78,323,,,,,,,,
11/26/2018 0750,6.6,7.21,7.66,317,,,,,,,,
11/26/2018 0800,5,5.44,5.77,326,,,,,,,,
11/26/2018 0810,5.2,5.66,6.01,331,,,,,,,,
11/26/2018 0820,5.8,6.32,6.72,325,,,,,,,,
11/26/2018 0830,6.8,7.43,7.9,331,,,,,,,,
11/26/2018 0840,6.6,7.21,7.66,330,,,,,,,,
11/26/2018 0850,6,6.54,6.95,333,,,,,,,,
11/26/2018 0900,5.6,6.1,6.48,326,,,,,,,,
11/26/2018 0910,5.4,5.88,6.24,315,,,,,,,,
11/26/2018 0920,6.4,6.98,7.43,340,,,,,,,,
11/26/2018 0930,6.5,7.09,7.54,336,,,,,,,,
11/26/2018 0940,6.4,6.98,7.43,337,,,,,,,,
11/26/2018 0950,7.1,7.76,8.26,353,,,,,,,,
11/26/2018 1000,5.6,6.1,6.48,349,,,,,,,,
11/26/2018 1010,5.7,6.21,6.6,333,,,,,,,,
11/26/2018 1020,5.4,5.88,6.24,335,,,,,,,,
11/26/2018 1030,5.3,5.77,6.13,343,,,,,,,,
11/26/2018 1040,5.3,5.77,6.13,349,,,,,,,,
11/26/2018 1050,5.4,5.88,6.24,339,,,,,,,,
11/26/2018 1100,5.5,5.99,6.36,341,,,,,,,,
11/26/2018 1110,5.3,5.77,6.13,339,,,,,,,,
11/26/2018 1120,6,6.54,6.95,345,,,,,,,,
11/26/2018 1130,6,6.54,6.95,347,,,,,,,,
11/26/2018 1140,5.1,5.55,5.89,344,,,,,,,,
11/26/2018 1150,5.4,5.88,6.24,348,,,,,,,,
11/26/2018 1200,6.2,6.76,7.19,338,,,,,,,,
11/26/2018 1210,5.3,5.77,6.13,338,,,,,,,,
11/26/2018 1220,6.1,6.65,7.07,334,,,,,,,,
11/26/2018 1230,5.2,5.66,6.01,339,,,,,,,,
11/26/2018 1240,5.5,5.99,6.36,332,,,,,,,,
11/26/2018 1250,4.3,4.67,4.95,360,,,,,,,,
11/26/2018 1300,5.2,5.66,6.01,339,,,,,,,,
11/26/2018 1310,4.4,4.78,5.07,348,,,,,,,,
11/26/2018 1320,4.5,4.89,5.18,9,,,,,,,,
11/26/2018 1330,3.7,4.01,4.25,40,,,,,,,,
11/26/2018 1340,3.5,3.79,4.01,44,,,,,,,,
11/26/2018 1350,4.2,4.56,4.83,25,,,,,,,,
11/26/2018 1400,3.9,4.23,4.48,8,,,,,,,,
11/26/2018 1410,3,3.24,3.43,339,,,,,,,,
11/26/2018 1420,3.7,4.01,4.25,339,,,,,,,,
11/26/2018 1430,3.8,4.12,4.36,332,,,,,,,,
11/26/2018 1440,3,3.24,3.43,339,,,,,,,,
11/26/2018 1450,3.4,3.68,3.9,353,,,,,,,,
11/26/2018 1500,3.9,4.23,4.48,356,,,,,,,,
