DateTime,WSPD1/A048E,WSPD11/A048E,WSPD12/A048E,WDIR1/A048E,,,,,,,,
11/08/2018 1050,5.4,5.88,6.24,200,,,,,,,,
11/08/2018 1100,4.9,5.33,5.65,191,,,,,,,,
11/08/2018 1110,4.8,5.22,5.54,189,,,,,,,,
11/08/2018 1120,4.5,4.89,5.18,183,,,,,,,,
11/08/2018 1130,4.7,5.11,5.42,185,,,,,,,,
11/08/2018 1140,6.2,6.76,7.19,185,,,,,,,,
11/08/2018 1150,5.9,6.43,6.83,185,,,,,,,,
11/08/2018 1200,3.1,3.35,3.55,176,,,,,,,,
11/08/2018 1210,2.9,3.14,3.31,171,,,,,,,,
11/08/2018 1220,4.3,4.67,4.95,188,,,,,,,,
11/08/2018 1230,5.8,6.32,6.72,195,,,,,,,,
11/08/2018 1240,6.2,6.76,7.19,196,,,,,,,,
11/08/2018 1250,6.5,7.09,7.54,191,,,,,,,,
11/08/2018 1300,6.2,6.76,7.19,189,,,,,,,,
11/08/2018 1310,6.6,7.21,7.66,192,,,,,,,,
11/08/2018 1320,6.7,7.32,7.78,196,,,,,,,,
11/08/2018 1330,6.6,7.21,7.66,200,,,,,,,,
11/08/2018 1340,6.9,7.54,8.02,197,,,,,,,,
11/08/2018 1350,7.3,7.98,8.5,195,,,,,,,,
11/08/2018 1400,7.1,7.76,8.26,196,,,,,,,,
11/08/2018 1410,7.1,7.76,8.26,200,,,,,,,,
11/08/2018 1420,7,7.65,8.14,199,,,,,,,,
11/08/2018 1430,7.2,7.87,8.38,199,,,,,,,,
11/08/2018 1440,6.6,7.21,7.66,201,,,,,,,,
11/08/2018 1450,6.8,7.43,7.9,202,,,,,,,,
11/08/2018 1500,6.6,7.21,7.66,202,,,,,,,,
11/08/2018 1510,6.7,7.32,7.78,204,,,,,,,,
11/08/2018 1520,6.7,7.32,7.78,202,,,,,,,,
11/08/2018 1530,7,7.65,8.14,203,,,,,,,,
11/08/2018 1540,7.3,7.98,8.5,204,,,,,,,,
11/08/2018 1550,7.2,7.87,8.38,205,,,,,,,,
11/08/2018 1600,7.2,7.87,8.38,207,,,,,,,,
11/08/2018 1610,7.2,7.87,8.38,210,,,,,,,,
11/08/2018 1620,7.4,8.09,8.62,206,,,,,,,,
11/08/2018 1630,7.2,7.87,8.38,205,,,,,,,,
11/08/2018 1640,7.3,7.98,8.5,214,,,,,,,,
11/08/2018 1650,7.3,7.98,8.5,217,,,,,,,,
11/08/2018 1700,7.5,8.2,8.74,220,,,,,,,,
11/08/2018 1710,7.2,7.87,8.38,225,,,,,,,,
11/08/2018 1720,7,7.65,8.14,228,,,,,,,,
11/08/2018 1730,7.2,7.87,8.38,232,,,,,,,,
11/08/2018 1740,7.2,7.87,8.38,229,,,,,,,,
11/08/2018 1750,7.8,8.53,9.09,228,,,,,,,,
11/08/2018 1800,7.4,8.09,8.62,229,,,,,,,,
11/08/2018 1810,7.6,8.31,8.85,230,,,,,,,,
11/08/2018 1820,7.7,8.42,8.97,233,,,,,,,,
11/08/2018 1830,7.9,8.64,9.21,235,,,,,,,,
11/08/2018 1840,8,8.75,9.32,235,,,,,,,,
11/08/2018 1850,7.5,8.2,8.74,234,,,,,,,,
11/08/2018 1900,8.2,8.97,9.56,237,,,,,,,,
11/08/2018 1910,7.9,8.64,9.21,235,,,,,,,,
11/08/2018 1920,8.1,8.86,9.44,236,,,,,,,,
11/08/2018 1930,7.6,8.31,8.85,235,,,,,,,,
11/08/2018 1940,7.3,7.98,8.5,238,,,,,,,,
11/08/2018 1950,7.1,7.76,8.26,239,,,,,,,,
11/08/2018 2000,7,7.65,8.14,240,,,,,,,,
11/08/2018 2010,7.2,7.87,8.38,240,,,,,,,,
11/08/2018 2020,6.9,7.54,8.02,240,,,,,,,,
11/08/2018 2030,7,7.65,8.14,245,,,,,,,,
11/08/2018 2040,6.1,6.65,7.07,244,,,,,,,,
11/08/2018 2050,5.9,6.43,6.83,245,,,,,,,,
11/08/2018 2100,6.5,7.09,7.54,242,,,,,,,,
11/08/2018 2110,5.1,5.55,5.89,231,,,,,,,,
11/08/2018 2120,5.7,6.21,6.6,235,,,,,,,,
11/08/2018 2130,7.3,7.98,8.5,236,,,,,,,,
11/08/2018 2140,7.4,8.09,8.62,291,,,,,,,,
11/08/2018 2150,6.2,6.76,7.19,328,,,,,,,,
11/08/2018 2200,5.2,5.66,6.01,344,,,,,,,,
11/08/2018 2210,4.1,4.45,4.72,354,,,,,,,,
11/08/2018 2220,2.3,2.48,2.62,342,,,,,,,,
11/08/2018 2230,1.6,1.72,1.82,359,,,,,,,,
11/08/2018 2240,1.1,1.19,1.25,40,,,,,,,,
11/08/2018 2250,1.6,1.72,1.82,23,,,,,,,,
11/08/2018 2300,2.5,2.7,2.85,24,,,,,,,,
11/08/2018 2310,2.1,2.26,2.39,39,,,,,,,,
11/08/2018 2320,1.6,1.72,1.82,25,,,,,,,,
11/08/2018 2330,2.1,2.26,2.39,74,,,,,,,,
11/08/2018 2340,2.1,2.26,2.39,89,,,,,,,,
11/08/2018 2350,2.5,2.7,2.85,69,,,,,,,,
11/09/2018 0000,1.8,1.94,2.04,53,,,,,,,,
11/09/2018 0010,0.9,0.97,1.03,59,,,,,,,,
11/09/2018 0020,0.9,0.97,1.03,57,,,,,,,,
11/09/2018 0030,0.5,0.54,0.57,61,,,,,,,,
11/09/2018 0040,0.6,0.65,0.69,120,,,,,,,,
11/09/2018 0050,0.9,0.97,1.03,137,,,,,,,,
11/09/2018 0100,0.7,0.76,0.8,84,,,,,,,,
11/09/2018 0110,0.3,0.33,0.35,49,,,,,,,,
11/09/2018 0120,0.3,0.33,0.35,72,,,,,,,,
11/09/2018 0130,0.4,0.43,0.46,121,,,,,,,,
11/09/2018 0140,0.2,0.22,0.23,233,,,,,,,,
11/09/2018 0150,0.2,0.22,0.23,123,,,,,,,,
11/09/2018 0200,1.5,1.62,1.7,190,,,,,,,,
11/09/2018 0210,1.9,2.05,2.16,229,,,,,,,,
11/09/2018 0220,0.7,0.76,0.8,252,,,,,,,,
11/09/2018 0230,0.8,0.87,0.91,229,,,,,,,,
11/09/2018 0240,0.5,0.54,0.57,232,,,,,,,,
11/09/2018 0250,0.1,0.11,0.12,271,,,,,,,,
11/09/2018 0300,0.3,0.33,0.35,240,,,,,,,,
11/09/2018 0310,0.5,0.54,0.57,222,,,,,,,,
11/09/2018 0320,0.3,0.33,0.35,262,,,,,,,,
11/09/2018 0330,1.2,1.29,1.37,214,,,,,,,,
11/09/2018 0340,1.3,1.4,1.48,211,,,,,,,,
11/09/2018 0350,0.5,0.54,0.57,233,,,,,,,,
11/09/2018 0400,1,1.08,1.14,260,,,,,,,,
11/09/2018 0410,0.9,0.97,1.03,270,,,,,,,,
11/09/2018 0420,1.2,1.29,1.37,297,,,,,,,,
11/09/2018 0430,0.9,0.97,1.03,294,,,,,,,,
11/09/2018 0440,3,3.24,3.43,337,,,,,,,,
11/09/2018 0450,3.2,3.46,3.66,345,,,,,,,,
11/09/2018 0500,4.6,5,5.3,5,,,,,,,,
11/09/2018 0510,4.1,4.45,4.72,7,,,,,,,,
11/09/2018 0520,5,5.44,5.77,18,,,,,,,,
11/09/2018 0530,5.4,5.88,6.24,19,,,,,,,,
11/09/2018 0540,5.3,5.77,6.13,23,,,,,,,,
11/09/2018 0550,4.6,5,5.3,36,,,,,,,,
11/09/2018 0600,6.7,7.32,7.78,46,,,,,,,,
11/09/2018 0610,7.6,8.31,8.85,45,,,,,,,,
11/09/2018 0620,7.9,8.64,9.21,46,,,,,,,,
11/09/2018 0630,8,8.75,9.32,46,,,,,,,,
11/09/2018 0640,6.9,7.54,8.02,50,,,,,,,,
11/09/2018 0650,7.6,8.31,8.85,45,,,,,,,,
11/09/2018 0700,5.4,5.88,6.24,69,,,,,,,,
11/09/2018 0710,4.8,5.22,5.54,44,,,,,,,,
11/09/2018 0720,7.2,7.87,8.38,41,,,,,,,,
11/09/2018 0730,9.2,10.08,10.74,33,,,,,,,,
11/09/2018 0740,8.4,9.19,9.8,40,,,,,,,,
11/09/2018 0750,8.7,9.53,10.15,33,,,,,,,,
11/09/2018 0800,10,10.96,11.69,26,,,,,,,,
11/09/2018 0810,10.9,11.96,12.75,42,,,,,,,,
11/09/2018 0820,11,12.07,12.87,41,,,,,,,,
11/09/2018 0830,10.2,11.18,11.92,34,,,,,,,,
11/09/2018 0840,10,10.96,11.69,41,,,,,,,,
11/09/2018 0850,9,9.86,10.5,44,,,,,,,,
11/09/2018 0900,9.5,10.41,11.1,47,,,,,,,,
11/09/2018 0910,9.5,10.41,11.1,46,,,,,,,,
11/09/2018 0920,9.2,10.08,10.74,45,,,,,,,,
11/09/2018 0930,9.4,10.3,10.98,47,,,,,,,,
11/09/2018 0940,8.9,9.75,10.39,44,,,,,,,,
11/09/2018 0950,9.7,10.63,11.33,48,,,,,,,,
11/09/2018 1000,9.6,10.52,11.21,51,,,,,,,,
11/09/2018 1010,10.2,11.18,11.92,58,,,,,,,,
11/09/2018 1020,10.8,11.84,12.63,50,,,,,,,,
11/09/2018 1030,10,10.96,11.69,51,,,,,,,,
11/09/2018 1040,9.9,10.85,11.57,56,,,,,,,,
11/09/2018 1050,10.1,11.07,11.81,59,,,,,,,,
11/09/2018 1100,10.6,11.62,12.4,59,,,,,,,,
11/09/2018 1110,10.7,11.73,12.52,59,,,,,,,,
11/09/2018 1120,10.8,11.84,12.63,60,,,,,,,,
11/09/2018 1130,10.4,11.4,12.16,61,,,,,,,,
11/09/2018 1140,10.9,11.96,12.75,57,,,,,,,,
11/09/2018 1150,11.4,12.51,13.35,59,,,,,,,,
11/09/2018 1200,11.1,12.18,12.99,59,,,,,,,,
11/09/2018 1210,10.7,11.73,12.52,57,,,,,,,,
11/09/2018 1220,10.5,11.51,12.28,62,,,,,,,,
11/09/2018 1230,10.3,11.29,12.04,56,,,,,,,,
11/09/2018 1240,10.3,11.29,12.04,58,,,,,,,,
11/09/2018 1250,10.4,11.4,12.16,57,,,,,,,,
11/09/2018 1300,10.7,11.73,12.52,60,,,,,,,,
11/09/2018 1310,10.3,11.29,12.04,60,,,,,,,,
11/09/2018 1320,10.4,11.4,12.16,63,,,,,,,,
11/09/2018 1330,10.2,11.18,11.92,64,,,,,,,,
11/09/2018 1340,9.8,10.74,11.45,61,,,,,,,,
11/09/2018 1350,9.8,10.74,11.45,64,,,,,,,,
11/09/2018 1400,10.4,11.4,12.16,67,,,,,,,,
11/09/2018 1410,9.7,10.63,11.33,66,,,,,,,,
11/09/2018 1420,9.7,10.63,11.33,64,,,,,,,,
11/09/2018 1430,10,10.96,11.69,69,,,,,,,,
11/09/2018 1440,10.1,11.07,11.81,71,,,,,,,,
11/09/2018 1450,9.7,10.63,11.33,77,,,,,,,,
11/09/2018 1500,9.4,10.3,10.98,78,,,,,,,,
11/09/2018 1510,9.8,10.74,11.45,77,,,,,,,,
11/09/2018 1520,9.6,10.52,11.21,78,,,,,,,,
11/09/2018 1530,9.7,10.63,11.33,77,,,,,,,,
11/09/2018 1540,9.9,10.85,11.57,77,,,,,,,,
11/09/2018 1550,9.8,10.74,11.45,78,,,,,,,,
11/09/2018 1600,9.4,10.3,10.98,81,,,,,,,,
11/09/2018 1610,9.1,9.97,10.62,80,,,,,,,,
11/09/2018 1620,9,9.86,10.5,85,,,,,,,,
11/09/2018 1630,9.3,10.19,10.86,79,,,,,,,,
11/09/2018 1640,8.8,9.64,10.27,81,,,,,,,,
11/09/2018 1650,8.8,9.64,10.27,80,,,,,,,,
11/09/2018 1700,8.4,9.19,9.8,82,,,,,,,,
11/09/2018 1710,8.1,8.86,9.44,88,,,,,,,,
11/09/2018 1720,7.9,8.64,9.21,88,,,,,,,,
11/09/2018 1730,7.8,8.53,9.09,91,,,,,,,,
11/09/2018 1740,7.5,8.2,8.74,96,,,,,,,,
11/09/2018 1750,7.1,7.76,8.26,100,,,,,,,,
11/09/2018 1800,6.5,7.09,7.54,110,,,,,,,,
11/09/2018 1810,6.3,6.87,7.31,113,,,,,,,,
11/09/2018 1820,5.8,6.32,6.72,127,,,,,,,,
11/09/2018 1830,5.6,6.1,6.48,138,,,,,,,,
11/09/2018 1840,5.6,6.1,6.48,135,,,,,,,,
11/09/2018 1850,5.7,6.21,6.6,138,,,,,,,,
11/09/2018 1900,5.7,6.21,6.6,140,,,,,,,,
11/09/2018 1910,6.3,6.87,7.31,150,,,,,,,,
11/09/2018 1920,6.3,6.87,7.31,151,,,,,,,,
11/09/2018 1930,6.5,7.09,7.54,153,,,,,,,,
11/09/2018 1940,6.5,7.09,7.54,150,,,,,,,,
11/09/2018 1950,6.5,7.09,7.54,155,,,,,,,,
11/09/2018 2000,6.2,6.76,7.19,156,,,,,,,,
11/09/2018 2010,6.2,6.76,7.19,155,,,,,,,,
11/09/2018 2020,6.2,6.76,7.19,155,,,,,,,,
11/09/2018 2030,6.2,6.76,7.19,156,,,,,,,,
11/09/2018 2040,5.9,6.43,6.83,157,,,,,,,,
11/09/2018 2050,6.2,6.76,7.19,159,,,,,,,,
11/09/2018 2100,6.5,7.09,7.54,163,,,,,,,,
11/09/2018 2110,6.2,6.76,7.19,164,,,,,,,,
11/09/2018 2120,6.2,6.76,7.19,161,,,,,,,,
11/09/2018 2130,6.2,6.76,7.19,164,,,,,,,,
11/09/2018 2140,6.1,6.65,7.07,162,,,,,,,,
11/09/2018 2150,6.1,6.65,7.07,166,,,,,,,,
11/09/2018 2200,6.1,6.65,7.07,165,,,,,,,,
11/09/2018 2210,6.2,6.76,7.19,170,,,,,,,,
11/09/2018 2220,6.2,6.76,7.19,173,,,,,,,,
11/09/2018 2230,5.7,6.21,6.6,177,,,,,,,,
11/09/2018 2240,5.6,6.1,6.48,178,,,,,,,,
11/09/2018 2250,6.3,6.87,7.31,178,,,,,,,,
11/09/2018 2300,6.1,6.65,7.07,183,,,,,,,,
11/09/2018 2310,5.8,6.32,6.72,181,,,,,,,,
11/09/2018 2320,5.6,6.1,6.48,178,,,,,,,,
11/09/2018 2330,5.4,5.88,6.24,174,,,,,,,,
11/09/2018 2340,6,6.54,6.95,170,,,,,,,,
11/09/2018 2350,6.3,6.87,7.31,167,,,,,,,,
11/10/2018 0000,6.9,7.54,8.02,166,,,,,,,,
11/10/2018 0010,7.2,7.87,8.38,168,,,,,,,,
11/10/2018 0020,7.3,7.98,8.5,169,,,,,,,,
11/10/2018 0030,7.3,7.98,8.5,175,,,,,,,,
11/10/2018 0040,7.7,8.42,8.97,172,,,,,,,,
11/10/2018 0050,7.8,8.53,9.09,174,,,,,,,,
11/10/2018 0100,8.1,8.86,9.44,175,,,,,,,,
11/10/2018 0110,7.5,8.2,8.74,174,,,,,,,,
11/10/2018 0120,7.8,8.53,9.09,179,,,,,,,,
11/10/2018 0130,8.1,8.86,9.44,180,,,,,,,,
11/10/2018 0140,8.4,9.19,9.8,181,,,,,,,,
11/10/2018 0150,8.1,8.86,9.44,186,,,,,,,,
11/10/2018 0200,8.8,9.64,10.27,189,,,,,,,,
11/10/2018 0210,8.7,9.53,10.15,189,,,,,,,,
11/10/2018 0220,8.6,9.42,10.03,191,,,,,,,,
11/10/2018 0230,8.4,9.19,9.8,189,,,,,,,,
11/10/2018 0240,8.6,9.42,10.03,190,,,,,,,,
11/10/2018 0250,8.2,8.97,9.56,192,,,,,,,,
11/10/2018 0300,8.3,9.08,9.68,195,,,,,,,,
11/10/2018 0310,8.6,9.42,10.03,194,,,,,,,,
11/10/2018 0320,8.3,9.08,9.68,195,,,,,,,,
11/10/2018 0330,9.3,10.19,10.86,194,,,,,,,,
11/10/2018 0340,9.4,10.3,10.98,192,,,,,,,,
11/10/2018 0350,9.4,10.3,10.98,193,,,,,,,,
11/10/2018 0400,9.3,10.19,10.86,193,,,,,,,,
11/10/2018 0410,9.4,10.3,10.98,193,,,,,,,,
11/10/2018 0420,9.4,10.3,10.98,193,,,,,,,,
11/10/2018 0430,9.2,10.08,10.74,195,,,,,,,,
11/10/2018 0440,8.7,9.53,10.15,195,,,,,,,,
11/10/2018 0450,9,9.86,10.5,195,,,,,,,,
11/10/2018 0500,9.2,10.08,10.74,199,,,,,,,,
11/10/2018 0510,9,9.86,10.5,197,,,,,,,,
11/10/2018 0520,9.5,10.41,11.1,195,,,,,,,,
11/10/2018 0530,9.3,10.19,10.86,195,,,,,,,,
11/10/2018 0540,9.4,10.3,10.98,194,,,,,,,,
11/10/2018 0550,8.8,9.64,10.27,197,,,,,,,,
11/10/2018 0600,8.7,9.53,10.15,197,,,,,,,,
11/10/2018 0610,8.9,9.75,10.39,197,,,,,,,,
11/10/2018 0620,9,9.86,10.5,198,,,,,,,,
11/10/2018 0630,8.7,9.53,10.15,201,,,,,,,,
11/10/2018 0640,8.8,9.64,10.27,201,,,,,,,,
11/10/2018 0650,8.9,9.75,10.39,203,,,,,,,,
11/10/2018 0700,8.8,9.64,10.27,201,,,,,,,,
11/10/2018 0710,9.5,10.41,11.1,202,,,,,,,,
11/10/2018 0720,9.2,10.08,10.74,204,,,,,,,,
11/10/2018 0730,8.9,9.75,10.39,203,,,,,,,,
11/10/2018 0740,8.6,9.42,10.03,209,,,,,,,,
11/10/2018 0750,8.7,9.53,10.15,204,,,,,,,,
11/10/2018 0800,8.5,9.31,9.91,205,,,,,,,,
11/10/2018 0810,8.7,9.53,10.15,208,,,,,,,,
11/10/2018 0820,8.1,8.86,9.44,211,,,,,,,,
11/10/2018 0830,8.3,9.08,9.68,210,,,,,,,,
11/10/2018 0840,8.2,8.97,9.56,214,,,,,,,,
11/10/2018 0850,8.6,9.42,10.03,210,,,,,,,,
11/10/2018 0900,8,8.75,9.32,210,,,,,,,,
11/10/2018 0910,8.5,9.31,9.91,212,,,,,,,,
11/10/2018 0920,7.7,8.42,8.97,217,,,,,,,,
11/10/2018 0930,8.3,9.08,9.68,216,,,,,,,,
11/10/2018 0940,8,8.75,9.32,211,,,,,,,,
11/10/2018 0950,8.1,8.86,9.44,210,,,,,,,,
11/10/2018 1000,8.5,9.31,9.91,212,,,,,,,,
11/10/2018 1010,8.1,8.86,9.44,212,,,,,,,,
11/10/2018 1020,8,8.75,9.32,214,,,,,,,,
11/10/2018 1030,7.7,8.42,8.97,215,,,,,,,,
11/10/2018 1040,8.1,8.86,9.44,213,,,,,,,,
11/10/2018 1050,8,8.75,9.32,210,,,,,,,,
11/10/2018 1100,8.4,9.19,9.8,212,,,,,,,,
11/10/2018 1110,8,8.75,9.32,211,,,,,,,,
11/10/2018 1120,8.4,9.19,9.8,212,,,,,,,,
11/10/2018 1130,8.2,8.97,9.56,209,,,,,,,,
11/10/2018 1140,8.4,9.19,9.8,209,,,,,,,,
11/10/2018 1150,8.1,8.86,9.44,211,,,,,,,,
11/10/2018 1200,8.8,9.64,10.27,209,,,,,,,,
11/10/2018 1210,8.3,9.08,9.68,207,,,,,,,,
11/10/2018 1220,8.3,9.08,9.68,214,,,,,,,,
11/10/2018 1230,8.2,8.97,9.56,215,,,,,,,,
11/10/2018 1240,8.1,8.86,9.44,213,,,,,,,,
11/10/2018 1250,8.8,9.64,10.27,215,,,,,,,,
11/10/2018 1300,8.7,9.53,10.15,211,,,,,,,,
11/10/2018 1310,8.8,9.64,10.27,209,,,,,,,,
11/10/2018 1320,9.3,10.19,10.86,208,,,,,,,,
11/10/2018 1330,8.7,9.53,10.15,207,,,,,,,,
11/10/2018 1340,9.5,10.41,11.1,209,,,,,,,,
11/10/2018 1350,9.1,9.97,10.62,214,,,,,,,,
11/10/2018 1400,9.5,10.41,11.1,214,,,,,,,,
11/10/2018 1410,9.2,10.08,10.74,213,,,,,,,,
11/10/2018 1420,9,9.86,10.5,215,,,,,,,,
11/10/2018 1430,9.3,10.19,10.86,219,,,,,,,,
11/10/2018 1440,9.4,10.3,10.98,219,,,,,,,,
11/10/2018 1450,8.9,9.75,10.39,221,,,,,,,,
11/10/2018 1500,9,9.86,10.5,221,,,,,,,,
11/10/2018 1510,8.8,9.64,10.27,223,,,,,,,,
11/10/2018 1520,8.8,9.64,10.27,224,,,,,,,,
11/10/2018 1530,8.7,9.53,10.15,222,,,,,,,,
11/10/2018 1540,8.9,9.75,10.39,222,,,,,,,,
11/10/2018 1550,9.2,10.08,10.74,227,,,,,,,,
11/10/2018 1600,8.8,9.64,10.27,228,,,,,,,,
11/10/2018 1610,8.8,9.64,10.27,227,,,,,,,,
11/10/2018 1620,8.8,9.64,10.27,232,,,,,,,,
11/10/2018 1630,8.7,9.53,10.15,229,,,,,,,,
11/10/2018 1640,9,9.86,10.5,234,,,,,,,,
11/10/2018 1650,9,9.86,10.5,235,,,,,,,,
11/10/2018 1700,8.3,9.08,9.68,238,,,,,,,,
11/10/2018 1710,9.1,9.97,10.62,240,,,,,,,,
11/10/2018 1720,9.2,10.08,10.74,239,,,,,,,,
11/10/2018 1730,9,9.86,10.5,239,,,,,,,,
11/10/2018 1740,9,9.86,10.5,239,,,,,,,,
11/10/2018 1750,8.8,9.64,10.27,240,,,,,,,,
11/10/2018 1800,8.4,9.19,9.8,238,,,,,,,,
11/10/2018 1810,9.3,10.19,10.86,238,,,,,,,,
11/10/2018 1820,9.1,9.97,10.62,237,,,,,,,,
11/10/2018 1830,8.9,9.75,10.39,234,,,,,,,,
11/10/2018 1840,8.6,9.42,10.03,237,,,,,,,,
11/10/2018 1850,8.8,9.64,10.27,233,,,,,,,,
11/10/2018 1900,9.4,10.3,10.98,238,,,,,,,,
11/10/2018 1910,8.7,9.53,10.15,239,,,,,,,,
11/10/2018 1920,9,9.86,10.5,241,,,,,,,,
11/10/2018 1930,9.8,10.74,11.45,243,,,,,,,,
11/10/2018 1940,8.4,9.19,9.8,283,,,,,,,,
11/10/2018 1950,7.5,8.2,8.74,288,,,,,,,,
11/10/2018 2000,8.2,8.97,9.56,289,,,,,,,,
11/10/2018 2010,8.6,9.42,10.03,295,,,,,,,,
11/10/2018 2020,8.8,9.64,10.27,312,,,,,,,,
11/10/2018 2030,8.5,9.31,9.91,325,,,,,,,,
11/10/2018 2040,8.9,9.75,10.39,331,,,,,,,,
11/10/2018 2050,8.2,8.97,9.56,330,,,,,,,,
11/10/2018 2100,8.9,9.75,10.39,332,,,,,,,,
11/10/2018 2110,10,10.96,11.69,338,,,,,,,,
11/10/2018 2120,10,10.96,11.69,338,,,,,,,,
11/10/2018 2130,10.1,11.07,11.81,341,,,,,,,,
11/10/2018 2140,10.6,11.62,12.4,339,,,,,,,,
11/10/2018 2150,11.5,12.62,13.47,337,,,,,,,,
11/10/2018 2200,11.4,12.51,13.35,344,,,,,,,,
11/10/2018 2210,12.2,13.39,14.3,341,,,,,,,,
11/10/2018 2220,12.1,13.28,14.18,340,,,,,,,,
11/10/2018 2230,12.1,13.28,14.18,345,,,,,,,,
11/10/2018 2240,12.1,13.28,14.18,346,,,,,,,,
11/10/2018 2250,12.3,13.51,14.42,344,,,,,,,,
11/10/2018 2300,12.7,13.95,14.89,343,,,,,,,,
11/10/2018 2310,12.8,14.06,15.01,342,,,,,,,,
11/10/2018 2320,12.3,13.51,14.42,343,,,,,,,,
11/10/2018 2330,11.7,12.84,13.7,345,,,,,,,,
11/10/2018 2340,11.9,13.06,13.94,342,,,,,,,,
11/10/2018 2350,12.5,13.73,14.65,351,,,,,,,,
11/11/2018 0000,12.1,13.28,14.18,346,,,,,,,,
11/11/2018 0010,12.1,13.28,14.18,346,,,,,,,,
11/11/2018 0020,12.2,13.39,14.3,348,,,,,,,,
11/11/2018 0030,12.1,13.28,14.18,341,,,,,,,,
11/11/2018 0040,12.6,13.84,14.77,346,,,,,,,,
11/11/2018 0050,12.8,14.06,15.01,350,,,,,,,,
11/11/2018 0100,12.5,13.73,14.65,343,,,,,,,,
11/11/2018 0110,12.6,13.84,14.77,342,,,,,,,,
11/11/2018 0120,12.7,13.95,14.89,342,,,,,,,,
11/11/2018 0130,12.9,14.17,15.13,345,,,,,,,,
11/11/2018 0140,12.6,13.84,14.77,341,,,,,,,,
11/11/2018 0150,12.3,13.51,14.42,344,,,,,,,,
11/11/2018 0200,13,14.28,15.25,347,,,,,,,,
11/11/2018 0210,12.1,13.28,14.18,341,,,,,,,,
11/11/2018 0220,12.7,13.95,14.89,346,,,,,,,,
11/11/2018 0230,12.1,13.28,14.18,348,,,,,,,,
11/11/2018 0240,11.8,12.95,13.82,344,,,,,,,,
11/11/2018 0250,12,13.17,14.06,348,,,,,,,,
11/11/2018 0300,12.2,13.39,14.3,354,,,,,,,,
11/11/2018 0310,11.9,13.06,13.94,349,,,,,,,,
11/11/2018 0320,11.2,12.29,13.11,350,,,,,,,,
11/11/2018 0330,11.5,12.62,13.47,350,,,,,,,,
11/11/2018 0340,10.5,11.51,12.28,352,,,,,,,,
11/11/2018 0350,10.9,11.96,12.75,354,,,,,,,,
11/11/2018 0400,10.6,11.62,12.4,355,,,,,,,,
11/11/2018 0410,10.2,11.18,11.92,352,,,,,,,,
11/11/2018 0420,10.1,11.07,11.81,358,,,,,,,,
11/11/2018 0430,10.3,11.29,12.04,355,,,,,,,,
11/11/2018 0440,10.6,11.62,12.4,2,,,,,,,,
11/11/2018 0450,9.7,10.63,11.33,1,,,,,,,,
11/11/2018 0500,9.4,10.3,10.98,357,,,,,,,,
11/11/2018 0510,9.9,10.85,11.57,358,,,,,,,,
11/11/2018 0520,10,10.96,11.69,353,,,,,,,,
11/11/2018 0530,8.9,9.75,10.39,353,,,,,,,,
11/11/2018 0540,8.8,9.64,10.27,357,,,,,,,,
11/11/2018 0550,9,9.86,10.5,4,,,,,,,,
11/11/2018 0600,8.9,9.75,10.39,6,,,,,,,,
11/11/2018 0610,8.5,9.31,9.91,6,,,,,,,,
11/11/2018 0620,8.9,9.75,10.39,12,,,,,,,,
11/11/2018 0630,9.5,10.41,11.1,3,,,,,,,,
11/11/2018 0640,9.3,10.19,10.86,9,,,,,,,,
11/11/2018 0650,9.3,10.19,10.86,3,,,,,,,,
11/11/2018 0700,9.7,10.63,11.33,2,,,,,,,,
11/11/2018 0710,9.4,10.3,10.98,9,,,,,,,,
11/11/2018 0720,9.9,10.85,11.57,7,,,,,,,,
11/11/2018 0730,9.2,10.08,10.74,8,,,,,,,,
11/11/2018 0740,8.5,9.31,9.91,10,,,,,,,,
11/11/2018 0750,8.2,8.97,9.56,8,,,,,,,,
11/11/2018 0800,8.5,9.31,9.91,3,,,,,,,,
11/11/2018 0810,8.9,9.75,10.39,2,,,,,,,,
11/11/2018 0820,9.3,10.19,10.86,2,,,,,,,,
11/11/2018 0830,9.6,10.52,11.21,3,,,,,,,,
11/11/2018 0840,9.2,10.08,10.74,8,,,,,,,,
11/11/2018 0850,9.1,9.97,10.62,7,,,,,,,,
11/11/2018 0900,9,9.86,10.5,7,,,,,,,,
11/11/2018 0910,8.9,9.75,10.39,9,,,,,,,,
11/11/2018 0920,8.3,9.08,9.68,2,,,,,,,,
11/11/2018 0930,8.2,8.97,9.56,8,,,,,,,,
11/11/2018 0940,8.7,9.53,10.15,10,,,,,,,,
11/11/2018 0950,8.9,9.75,10.39,2,,,,,,,,
11/11/2018 1000,8.6,9.42,10.03,11,,,,,,,,
11/11/2018 1010,8,8.75,9.32,18,,,,,,,,
11/11/2018 1020,8.3,9.08,9.68,14,,,,,,,,
11/11/2018 1030,8.9,9.75,10.39,21,,,,,,,,
11/11/2018 1040,8.3,9.08,9.68,12,,,,,,,,
11/11/2018 1050,8.7,9.53,10.15,14,,,,,,,,
11/11/2018 1100,8.5,9.31,9.91,9,,,,,,,,
11/11/2018 1110,8,8.75,9.32,3,,,,,,,,
11/11/2018 1120,8,8.75,9.32,13,,,,,,,,
11/11/2018 1130,8.1,8.86,9.44,14,,,,,,,,
11/11/2018 1140,8.5,9.31,9.91,7,,,,,,,,
